origin;destination;waypointsLong;waypointsLat
1;3;8.50626421368691 8.5065 8.506692 8.5068782 8.5070909 8.507249900000001 8.507343400000002 8.5076453 8.5078111 8.5076702 8.5075442 8.5075547 8.507570300000001 8.507574900000002 8.507636199999999 8.507637400000002 8.5076768 8.507725 8.5077427 8.5077475 8.5077495 8.507751800000001 8.5077439 8.5077489 8.5060686 8.505259800000001 8.5050209 8.5060979 8.5074529 8.5090597 8.510618899999999 8.5130879 8.5151334 8.5235809 8.5490715 8.5488516 8.548629400000001 8.5483291 8.548225500000001 8.5480409 8.547772199999999 8.548214139335665;47.406901196305604 47.407239600000004 47.4074802 47.4076526 47.4078131 47.408033200000006 47.4082701 47.4083429 47.4085129 47.4087382 47.408939000000004 47.408908399999994 47.4089066 47.408904799999995 47.4088401 47.40883529999999 47.408809600000005 47.40877929999999 47.4087779 47.408778999999996 47.408779700000004 47.4087838 47.4087823 47.4087831 47.406430799999995 47.4054995 47.405010600000004 47.403915600000005 47.402506 47.4010795 47.399621200000006 47.398949200000004 47.39925170000001 47.3987471 47.376363 47.376830299999995 47.3770715 47.377226799999995 47.3774173 47.377525299999995 47.37756160000001 47.37741719055945
3;1;8.548214139335665 8.5482295 8.510909300000002 8.5092656 8.5076839 8.5060977 8.5051757 8.5051902 8.505059699999999 8.5058802 8.506500099999998 8.507126699999999 8.506442800000002 8.50626421368691;47.37741719055945 47.377391499999995 47.3995995 47.400998200000004 47.4024169 47.4040938 47.405058200000006 47.4050313 47.4052476 47.4061119 47.4069932 47.4083459 47.4075141 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.5065588 8.506715400000001 8.5068196 8.5069377 8.507049400000001 8.507265499999999 8.507247300000001 8.5074384 8.5078479 8.5081625 8.5080369 8.5079513 8.507900099999999 8.5078722 8.5077443 8.5077113 8.5077063 8.507700400000001 8.5076837 8.5076862 8.507547099999998 8.5064636 8.5056137 8.505006100000001 8.5060368 8.5073657 8.5089614 8.5104771 8.512961099999998 8.5151446 8.5172942 8.5192517 8.5209705 8.522465400000002 8.5249 8.5269951 8.529254 8.531362800000002 8.532516900000001 8.547208099999999 8.54712 8.546832499999999 8.546527699999999 8.546522900000001 8.546439 8.5464073 8.546253 8.5460629 8.5460256 8.5457064 8.5476832 8.549111300000002 8.5489047 8.548813800000001 8.548498 8.5483954 8.5482868 8.5472097 8.546375300000001 8.50688 8.5075436 8.5081184 8.5079837 8.5077219 8.5076296 8.507683199999999 8.507641900000001 8.507748300000001 8.507102893575913;47.406901196305604 47.407081 47.4073771 47.4075756 47.407802600000004 47.4079926 47.40819329999999 47.4084124 47.4085612 47.4085594 47.4086214 47.4086675 47.4087689 47.408801700000005 47.408886700000004 47.4089255 47.40892589999999 47.4089314 47.4089815 47.4090013 47.4089955 47.4087154 47.406845600000004 47.4056855 47.4050995 47.404137799999994 47.402728100000004 47.401188 47.399656799999995 47.3989996 47.399294700000006 47.399691 47.3997701 47.399505600000005 47.399009 47.3988818 47.3984483 47.39787570000001 47.3980214 47.398058299999995 47.3771994 47.3771099 47.3771166 47.377090700000004 47.3772459 47.37743029999999 47.377593 47.3776862 47.377833700000004 47.3780872 47.3780125 47.3754489 47.3756875 47.3764055 47.3766749 47.377298700000004 47.3772708 47.3772979 47.3770744 47.3772539 47.4073158 47.408148499999996 47.4088364 47.4091695 47.4089292 47.408817799999994 47.408729 47.4088062 47.4087136 47.40858410728646
2;1;8.507102893575913 8.50626421368691;47.40858410728646 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.506484 8.5066245 8.506902199999999 8.5071061 8.507312400000002 8.507366900000001 8.507508999999999 8.5075743 8.507102893575913;47.406901196305604 47.407233000000005 47.407418299999996 47.4076825 47.4079224 47.4081932 47.408364899999995 47.4085658 47.408763799999996 47.40858410728646
2;1;8.507102893575913 8.5217207 8.5241297 8.526593 8.5290232 8.5311713 8.5321347 8.5325805 8.5331712 8.533897099999999 8.539008 8.540355400000001 8.540752000000001 8.5407735 8.5411731 8.5411724 8.5414383 8.541397300000002 8.541722199999999 8.5418477 8.5418701 8.541865199999998 8.541867 8.54187 8.5418722 8.5418728 8.541872999999999 8.5418752 8.5418156 8.541807499999999 8.5417861 8.5417514 8.5417306 8.5425866 8.542748800000002 8.5426892 8.5430069 8.5071729 8.507334599999998 8.50626421368691;47.40858410728646 47.3991241 47.398773299999995 47.3984912 47.3978212 47.3978979 47.3980566 47.397992200000004 47.3977182 47.39689370000001 47.3913179 47.3778281 47.3780232 47.377982200000005 47.3775094 47.3772581 47.3772123 47.377010399999996 47.37732929999999 47.37736629999999 47.3773472 47.377319899999996 47.377301 47.377303600000005 47.3773049 47.3773077 47.377310200000004 47.3773097 47.3774559 47.3776463 47.3776615 47.377756299999994 47.3782923 47.3787094 47.379083200000004 47.3797888 47.380134000000005 47.4083876 47.4082973 47.406901196305604
1;2;8.50626421368691 8.507102893575913;47.406901196305604 47.40858410728646
2;3;8.507102893575913 8.5245716 8.527273699999999 8.5297052 8.531859800000001 8.5325773 8.533569900000002 8.534691699999998 8.536367199999999 8.537445800000002 8.5482285 8.548364300000001 8.548433099999999 8.548214139335665;47.40858410728646 47.398709000000004 47.3982302 47.3977402 47.39796679999999 47.3978445 47.3974196 47.3960098 47.3948832 47.393564399999995 47.376574700000006 47.37673710000001 47.3769516 47.37741719055945
3;1;8.548214139335665 8.522508 8.5203592 8.518691 8.517315400000001 8.515051199999998 8.512647099999999 8.5101636 8.5083718 8.5065942 8.5063828 8.50626421368691;47.37741719055945 47.3989455 47.399669700000004 47.399834000000006 47.3996742 47.3992593 47.3989677 47.3998815 47.4015052 47.403203999999995 47.4068639 47.406901196305604
1;1;8.50626421368691 8.517598199999998 8.5172513 8.516878199999999 8.516712599999998 8.5169316 8.517145 8.5168595 8.5165143 8.516381800000001 8.515896099999999 8.5155587 8.5152462 8.5149298 8.514683900000001 8.5147352 8.514543199999999 8.514272 8.513981300000001 8.513978 8.513974099999999 8.5139731 8.50626421368691;47.406901196305604 47.414472100000005 47.4145922 47.4147136 47.4147769 47.4149269 47.4152631 47.4154899 47.4155884 47.4157209 47.41580870000001 47.41596 47.4159565 47.4161859 47.41633 47.4165838 47.4168461 47.4170941 47.4174189 47.417419200000005 47.4174176 47.417417 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.506605699999998 8.506886199999999 8.507112300000001 8.5074158 8.5075493 8.50741 8.5075395 8.5075534 8.5075962 8.5075025 8.5075505 8.5075149 8.5075127 8.5075243 8.5075711 8.5075719 8.507555400000001 8.507439100000001 8.5074308 8.507102893575913;47.406901196305604 47.4074588 47.4076767 47.40788320000001 47.4081151 47.408245799999996 47.4084924 47.408462899999996 47.408475 47.40851970000001 47.4086223 47.408693 47.408693299999996 47.408530600000006 47.4085754 47.4086002 47.408619099999996 47.408657399999996 47.4087519 47.4087401 47.40858410728646
2;1;8.507102893575913 8.5166366 8.518205900000002 8.5184329 8.518909800000001 8.519257000000001 8.5192753 8.5205976 8.522392199999999 8.524937699999999 8.544099300000001 8.50626421368691;47.40858410728646 47.4122416 47.4133114 47.413461100000006 47.413945 47.4144305 47.414445799999996 47.414481099999996 47.413765999999995 47.4138182 47.4118908 47.406901196305604
1;2;8.50626421368691 8.5065911 8.507211199999999 8.507172800000001 8.506988900000001 8.5072367 8.507102893575913;47.406901196305604 47.4077889 47.408154700000004 47.4084055 47.4086042 47.408961700000006 47.40858410728646
2;1;8.507102893575913 8.50626421368691;47.40858410728646 47.406901196305604
1;2;8.50626421368691 8.506504800000002 8.5065806 8.5068368 8.507176800000002 8.5072925 8.5071755 8.507102893575913;47.406901196305604 47.4072827 47.4073852 47.407575099999995 47.4077773 47.408097399999996 47.4084718 47.40858410728646
2;2;8.507102893575913 8.507102893575913;47.40858410728646 47.40858410728646
2;1;8.507102893575913 8.50626421368691;47.40858410728646 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.506225500000001 8.5068211 8.5069339 8.5071427 8.5074495 8.507505400000001 8.507102893575913;47.406901196305604 47.4073402 47.4072204 47.407503000000005 47.4076741 47.407739299999996 47.4080218 47.40858410728646
2;2;8.507102893575913 8.507172 8.507102893575913;47.40858410728646 47.40803629999999 47.40858410728646
2;2;8.507102893575913 8.507102893575913;47.40858410728646 47.40858410728646
2;1;8.507102893575913 8.50626421368691;47.40858410728646 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;3;8.50626421368691 8.5061274 8.5462607 8.5466646 8.546769300000001 8.5470673 8.547386 8.5480159 8.5481899 8.548244300000002 8.5482814 8.5482857 8.548338000000001 8.548568 8.5479276 8.548241699999998 8.548243699999999 8.548214139335665;47.406901196305604 47.4038591 47.37627 47.376675399999996 47.377022 47.3769742 47.377288 47.3788713 47.3785528 47.37815820000001 47.378075 47.3778521 47.3776593 47.3775735 47.3767216 47.37696029999999 47.376966100000004 47.37741719055945
3;1;8.548214139335665 8.548065300000001 8.5479365 8.548155900000001 8.548394400000001 8.548362699999998 8.5482496 8.548253 8.547974900000002 8.5481154 8.5486285 8.5485121 8.5482435 8.547624699999998 8.546942300000001 8.546370300000001 8.50626421368691;47.37741719055945 47.3779047 47.3793846 47.380066799999994 47.380090700000004 47.3810705 47.382845700000004 47.3830524 47.3831075 47.3839024 47.385124100000006 47.385814700000005 47.3859506 47.3867546 47.3881231 47.388937 47.406901196305604
1;1;8.50626421368691 8.5063237 8.5063091 8.50626421368691;47.406901196305604 47.406881899999995 47.406883799999996 47.406901196305604
1;2;8.50626421368691 8.506416 8.507102893575913;47.406901196305604 47.406874200000004 47.40858410728646
2;1;8.507102893575913 8.50626421368691;47.40858410728646 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50676 8.507032 8.5071926 8.507462599999998 8.507963900000002 8.5078285 8.5077801 8.5078746 8.505343 8.5466956 8.5467116 8.546778699999999 8.546823800000002 8.547054300000001 8.5473109 8.5473758 8.5476461 8.5478473 8.5477437 8.547775199999998 8.5477993 8.5478194 8.547834 8.547799099999999 8.5478851 8.548156500000001 8.5483761 8.548474800000001 8.5486607 8.5423269 8.542483800000001 8.5407814 8.539191800000001 8.537276 8.535681599999998 8.5345776 8.5343534 8.5340426 8.533549800000001 8.533531800000002 8.53359 8.5336648 8.5342304 8.5335758 8.533486400000001 8.5328383 8.5324569 8.53165 8.5299314 8.528406599999999 8.521199800000002 8.5209194 8.518579699999998 8.5141011 8.5128665 8.50626421368691;47.406901196305604 47.4074149 47.4076635 47.4079376 47.4081299 47.4087934 47.40895689999999 47.4089501 47.4088315 47.4052984 47.3766787 47.376712299999994 47.3768059 47.3769594 47.377038399999996 47.376819899999994 47.3766914 47.3767897 47.3770078 47.3773906 47.37761679999999 47.3777929 47.377879799999995 47.377988200000004 47.3781429 47.378370600000004 47.3843769 47.3852093 47.3856099 47.385580100000006 47.3985125 47.398807500000004 47.398907200000004 47.3987616 47.3981917 47.398059100000005 47.398050899999994 47.398111 47.398480299999996 47.3985723 47.3982311 47.3982486 47.3979857 47.3982816 47.3987816 47.3988182 47.3988309 47.398558799999996 47.3981469 47.39773889999999 47.3981044 47.399688299999994 47.3996189 47.4000477 47.3994893 47.3992186 47.406901196305604
1;1;8.50626421368691 8.5065799 8.5076743 8.507381500000001 8.5072414 8.508444500000001 8.509912 8.509952199999999 8.5099181 8.5100265 8.5122254 8.514415300000001 8.5154603 8.5070021 8.5070146 8.5062435 8.50626421368691;47.406901196305604 47.4077972 47.408320700000004 47.4085888 47.4111184 47.411610100000004 47.4116498 47.411655100000004 47.411639799999996 47.4116391 47.4115841 47.4120814 47.41222929999999 47.4083208 47.408228 47.4073315 47.406901196305604
1;1;8.50626421368691 8.5063341 8.5061883 8.50626421368691;47.406901196305604 47.4068842 47.406923600000006 47.406901196305604
1;2;8.50626421368691 8.507102893575913;47.406901196305604 47.40858410728646
2;2;8.507102893575913 8.507102893575913;47.40858410728646 47.40858410728646
2;1;8.507102893575913 8.50626421368691;47.40858410728646 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.506666000000001 8.507102893575913;47.406901196305604 47.407946 47.40858410728646
2;1;8.507102893575913 8.507112 8.5071489 8.5068836 8.5065535 8.5067196 8.50626421368691;47.40858410728646 47.4087513 47.4087925 47.408716999999996 47.408797799999995 47.408099799999995 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.5071792 8.5071935 8.5073011 8.5073706 8.507102893575913;47.406901196305604 47.407775799999996 47.407924 47.4081617 47.4083524 47.40858410728646
2;1;8.507102893575913 8.5068185 8.506637199999998 8.5065484 8.50626421368691;47.40858410728646 47.4074612 47.407305 47.4070984 47.406901196305604
1;2;8.50626421368691 8.5063671 8.506076199999999 8.507102893575913;47.406901196305604 47.4068734 47.407244399999996 47.40858410728646
2;1;8.507102893575913 8.5062291 8.5465742 8.5467758 8.5472486 8.5469758 8.5057961 8.5060712 8.5062645 8.50626421368691;47.40858410728646 47.408472100000004 47.376806099999996 47.376991499999995 47.3772162 47.3773493 47.4072405 47.4069427 47.4069059 47.406901196305604
1;1;8.50626421368691 8.5063832 8.50626421368691;47.406901196305604 47.406875899999996 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.5067103 8.506862599999998 8.5069825 8.507128999999999 8.5070644 8.507102893575913;47.406901196305604 47.407923700000005 47.4078955 47.4081639 47.4083829 47.4084202 47.40858410728646
2;2;8.507102893575913 8.5072538 8.507253500000001 8.507045300000001 8.507102893575913;47.40858410728646 47.4088992 47.4088949 47.4085612 47.40858410728646
2;2;8.507102893575913 8.5065367 8.506616099999999 8.5069959 8.507102893575913;47.40858410728646 47.4087785 47.40878789999999 47.408728700000005 47.40858410728646
2;1;8.507102893575913 8.5064294 8.50626421368691;47.40858410728646 47.408355799999995 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.5072525 8.507102893575913;47.406901196305604 47.409037299999994 47.40858410728646
2;1;8.507102893575913 8.5071793 8.5076388 8.507668800000001 8.5065106 8.5060509 8.50626421368691;47.40858410728646 47.4083945 47.4082321 47.4076857 47.4074982 47.4069558 47.406901196305604
1;2;8.50626421368691 8.5071614 8.507102893575913;47.406901196305604 47.4084605 47.40858410728646
2;2;8.507102893575913 8.5070239 8.506542199999998 8.507102893575913;47.40858410728646 47.4088881 47.4088325 47.40858410728646
2;1;8.507102893575913 8.5063314 8.50626421368691;47.40858410728646 47.407424799999994 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.506422 8.507169900000001 8.507102893575913;47.406901196305604 47.407438 47.4084239 47.40858410728646
2;2;8.507102893575913 8.5068909 8.507102893575913;47.40858410728646 47.4087903 47.40858410728646
2;2;8.507102893575913 8.5074284 8.5077479 8.5077594 8.5077397 8.507640199999999 8.507102893575913;47.40858410728646 47.40852879999999 47.407714 47.4077982 47.407783200000004 47.4078009 47.40858410728646
2;1;8.507102893575913 8.5072243 8.5059793 8.5060091 8.5060258 8.50626421368691;47.40858410728646 47.4077099 47.407073 47.407091799999996 47.4070821 47.406901196305604
1;2;8.50626421368691 8.506196800000001 8.507102893575913;47.406901196305604 47.407883500000004 47.40858410728646
2;1;8.507102893575913 8.5060557 8.50626421368691;47.40858410728646 47.407096100000004 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.5061098 8.5062429 8.5065243 8.507102893575913;47.406901196305604 47.4077651 47.4079846 47.4080179 47.40858410728646
2;1;8.507102893575913 8.5063431 8.50626421368691;47.40858410728646 47.4068802 47.406901196305604
1;2;8.50626421368691 8.507046899999999 8.5070939 8.507102893575913;47.406901196305604 47.407724 47.408435299999994 47.40858410728646
2;2;8.507102893575913 8.506236900000001 8.507102893575913;47.40858410728646 47.408479 47.40858410728646
2;1;8.507102893575913 8.50626421368691;47.40858410728646 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.505902 8.5060413 8.505958900000001 8.506063300000001 8.507102893575913;47.406901196305604 47.407401899999996 47.407231700000004 47.4074672 47.4077755 47.40858410728646
2;1;8.507102893575913 8.50626421368691;47.40858410728646 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;2;8.50626421368691 8.506473800000002 8.5069195 8.507130900000002 8.5073201 8.5075558 8.5072435 8.5068034 8.507355800000001 8.507102893575913;47.406901196305604 47.4074469 47.407521100000004 47.40766970000001 47.4079458 47.40816029999999 47.4082679 47.40824129999999 47.4091078 47.40858410728646
2;2;8.507102893575913 8.507102893575913;47.40858410728646 47.40858410728646
2;1;8.507102893575913 8.507775 8.50626421368691;47.40858410728646 47.407694299999996 47.406901196305604
1;2;8.50626421368691 8.507102893575913;47.406901196305604 47.40858410728646
2;1;8.507102893575913 8.5060643 8.50626421368691;47.40858410728646 47.406954999999996 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;1;8.50626421368691 8.50626421368691;47.406901196305604 47.406901196305604
1;4;8.50626421368691 8.471526010650136;47.406901196305604 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.4715673 8.471526010650136;47.38735598142 47.3873222 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471465 8.471526010650136;47.38735598142 47.387285299999995 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
4;4;8.471526010650136 8.471526010650136;47.38735598142 47.38735598142
