1,2,3,4,5,6,7,8,9
Rue des Bonnes-Luites 31,Bassersdorf Bassersdorf Bahnhof,Train station Oerlikon,ETH H枚nggerberg,Route du Scex-de-Chernex Vernex,Neuhauser Straße 16,Weingasse 4,ETH/Universit盲tsspital,1089a Vogellisiweg
