origin;destination;waypointsLong;waypointsLat
7;7;9.156716329166667 9.1547094 9.156716329166667;45.8852656375 45.8895111 45.8852656375
7;7;9.156716329166667 9.156882699999999 9.155185099999999 9.222078300000002 9.2601216 9.238417 9.1880824 9.1565852 9.1171721 9.093141099999999 9.0178757 9.004792 8.9687397 8.957975 8.9580894 8.960511300000002 8.9680573 8.9709756 8.9725448 8.9766383 8.98011 8.9808243 8.9928209 8.9941565 8.9851137 8.984924900000001 8.9878471 8.9907957 8.9914504 8.9934615 8.9861065 8.979994099999999 8.9774054 8.9609713 8.9640463 8.9671955 8.9653969 9.0104945 9.0438555 9.0518303 9.054915800000002 9.0699565 9.0741153 9.1099582 9.1567901 9.101201 9.156716329166667;45.8852656375 45.8852209 45.8956481 45.958527600000004 45.98549620000001 46.0161279 46.034175 46.04269 46.036450099999996 46.0251836 46.0145184 46.007189200000006 46.0055606 46.0069446 46.0067474 46.0061241 46.0081237 46.015254299999995 46.0073536 46.0068124 46.006634000000005 46.0083311 46.008657 46.010202299999996 46.0086825 46.0084854 46.008410299999994 46.0098823 46.0099862 46.0099481 46.0068979 46.0089236 46.005543700000004 46.011274 46.0238086 46.0276481 45.9516128 45.843827000000005 45.8402851 45.837916799999995 45.8378061 45.8278264 45.811056 45.8491545 45.885285499999995 45.850250200000005 45.8852656375
7;6;9.156716329166667 9.1577299 9.1218849 9.0624955 9.0353982 9.019981300000001 8.9785519 8.950465199999998 8.951414199999999 8.9501894 8.9547797 8.931821800000002 8.9234721 8.929280300000002 8.9312484 9.0352133 8.876061300000002 8.7260744 8.667794599999999 8.6011424 8.6229976 8.5893975 8.485413000000001 8.4346892 8.4345785 8.434880997064104;45.8852656375 45.8808651 45.857755299999994 45.81643029999999 45.8318419 45.840703000000005 45.887262799999995 45.953878100000004 45.9532175 45.9538681 45.953669700000006 45.9799583 46.0255627 46.0701991 46.1076816 46.2223566 46.3951485 46.5015687 46.5162256 46.5274784 47.009797799999994 47.0480266 47.0791239 47.086011 47.086103200000004 47.086082295000004
6;2;8.434880997064104 8.4503987 8.4327446 8.4553406 8.4356046 8.500931 8.505709399999999 8.508144999999999 8.5308791 8.5395951 8.541735699999998 8.5429733 8.5433713 8.542816400000001 8.542703 8.5409823 8.5409544 8.539946400000002 8.5389735 8.538483900000001 8.5370347 8.535193 8.5386359 8.5082837 8.5027944 8.498945635487624;47.086082295000004 47.100302299999996 47.165214399999996 47.240947600000005 47.3673287 47.4212165 47.41939489999999 47.4207662 47.416641799999994 47.3783357 47.3772141 47.37680170000001 47.375552299999995 47.3740131 47.372678 47.371945200000006 47.3729986 47.3740743 47.375271999999995 47.3761474 47.3772979 47.378246000000004 47.379075 47.4210253 47.422073600000004 47.42113790083078
2;2;8.498945635487624 8.4975851 8.460977900000001 8.4651455 8.469146499999999 8.4809071 8.4836496 8.498945635487624;47.42113790083078 47.423662 47.3979492 47.395695 47.406858899999996 47.4140147 47.4159153 47.42113790083078
2;3;8.498945635487624 8.502142300000001 8.504136500000001 8.5038134 8.507219726194768;47.42113790083078 47.4194408 47.418 47.411256200000004 47.408456757483904
3;2;8.507219726194768 8.5192235 8.5289492 8.540935099999999 8.5445781 8.5433458 8.539573599999999 8.5193222 8.498945635487624;47.408456757483904 47.4139224 47.413678600000004 47.4140036 47.412433 47.4125262 47.4135294 47.4142929 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;5;8.498945635487624 8.4917612 8.4438038 8.448395300000001 8.456111239894392;47.42113790083078 47.4267665 47.4159364 47.402188200000005 47.399021004400126
5;1;8.456111239894392 8.4639364 8.464655266363637;47.399021004400126 47.3958908 47.39265519772728
1;5;8.464655266363637 8.465542300000001 8.456111239894392;47.39265519772728 47.3958485 47.399021004400126
5;5;8.456111239894392 8.4613465 8.438934300000001 8.4474635 8.451550300000001 8.4341327 8.4462571 8.448941699999999 8.450149699999999 8.4538864 8.4396382 8.4244448 8.4516962 8.4483626 8.455993199999998 8.456111239894392;47.399021004400126 47.398373600000006 47.270227399999996 47.1906005 47.1084258 47.084587400000004 47.090182399999996 47.093183200000006 47.0997374 47.111787400000004 47.1483895 47.2895914 47.370892 47.3923425 47.3990486 47.399021004400126
5;2;8.456111239894392 8.4619579 8.439562599999999 8.493424599999999 8.4998651 8.5017619 8.498945635487624;47.399021004400126 47.4013948 47.4145518 47.425749200000006 47.4224597 47.421172 47.42113790083078
2;8;8.498945635487624 8.500643400000001 8.505285800000001 8.5128469 8.533366800000001 8.5323161 8.5362726 8.5341302 8.5365606 8.3688974 6.615047 6.597741900000001 6.5896414000000005 6.5927679 6.594956699999999 6.5973972000000005 6.5994988 6.6004671 6.600012599999999 6.599002799999999 6.5916515 6.783896700000001 6.7800038 6.7742396 6.771919500000001 6.778616599999999 6.786485736333333;47.42113790083078 47.4209162 47.4196838 47.4157158 47.4047998 47.396133 47.3884999 47.3826608 47.3789908 47.427782 51.2830391 51.305078200000004 51.3156506 51.3158465 51.3149009 51.3165112 51.31899 51.320217299999996 51.3203136 51.320609499999996 51.3116982 51.2472849 51.2461971 51.244525200000005 51.24321629999999 51.226357799999995 51.247244041
8;8;6.786485736333333 6.789772599999999 6.773743799999999 6.7619368 6.600336 6.6102538 6.722450500000001 6.786485736333333;51.247244041 51.245652299999996 51.241913000000004 51.259817 51.320142100000005 51.32516270000001 51.271268400000004 51.247244041
8;8;6.786485736333333 6.7862966 6.786485736333333;51.247244041 51.2472495 51.247244041
8;8;6.786485736333333 6.7863313 6.783661099999999 6.7811174 6.780615299999999 6.7835012 6.7867690000000005 6.786485736333333;51.247244041 51.2472039 51.2474005 51.225987700000005 51.2254912 51.226884399999996 51.2271831 51.247244041
8;8;6.786485736333333 6.789680000000001 6.7929149 6.7938578 6.788595699999999 6.7863291 6.776537599999999 6.7766535 6.8520532 6.8767805 6.880492299999999 6.8841499000000015 6.882199099999999 6.8768247 6.8684978 6.857267299999999 6.841728900000001 6.8469121 6.8521171 6.776068400000001 6.7754842 6.7776363 6.7848408 6.797358 6.7975674 6.797637700000001 6.7940132 6.7847508 6.784173700000001 6.7823041 6.7787431 6.7796656 6.783808199999999 6.786485736333333;51.247244041 51.2459819 51.2469705 51.2492477 51.2757375 51.2915165 51.4226515 51.4297942 51.474627500000004 51.48966420000001 51.4911033 51.49063029999999 51.487655200000006 51.487176700000006 51.489670000000004 51.4864378 51.4782648 51.4739528 51.4748419 51.4305144 51.42657620000001 51.3641964 51.30848710000001 51.2388859 51.229813899999996 51.2298134 51.2291518 51.227103799999995 51.2269198 51.2260467 51.233547200000004 51.2380152 51.2423621 51.247244041
8;6;6.786485736333333 6.7847938999999995 6.783693400000001 6.781829300000001 6.782976 6.7944453 6.7902973 6.9317635 6.9917945999999995 7.0639925 7.1490371 8.5385982 8.5186049 8.537941199999999 8.5490405 8.540428599999998 8.507997099999999 8.5056084 8.434880997064104;51.247244041 51.2477645 51.247191 51.241397799999994 51.235251399999996 51.2195689 51.212903999999995 50.9305738 50.9329631 50.883076 50.7899406 47.378891100000004 47.3848859 47.4085269 47.4156701 47.4180299 47.4211402 47.4216445 47.086082295000004
6;6;8.434880997064104 8.435507099999999 8.4368806 8.4390477 8.442002699999998 8.4448474 8.4493935 8.4574966 8.4602613 8.46509 8.465117800000002 8.4663133 8.4678085 8.4670376 8.464065199999999 8.4617773 8.457717599999999 8.456101 8.4540909 8.4515771 8.450661300000002 8.445766599999999 8.4435913 8.440464500000001 8.438791199999999 8.434880997064104;47.086082295000004 47.0845641 47.0833218 47.0821582 47.0805002 47.0799891 47.07541 47.07369179999999 47.072635399999996 47.0708916 47.0684424 47.0692934 47.07186420000001 47.0761344 47.0840067 47.0894015 47.091430100000004 47.092510100000005 47.0928159 47.0912571 47.0902947 47.0875899 47.0869256 47.0866309 47.0870338 47.086082295000004
6;2;8.434880997064104 8.433866 8.444227 8.4331998 8.424209900000001 8.498945635487624;47.086082295000004 47.084371399999995 47.088825 47.1564694 47.2888302 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.4990989 8.498945635487624;47.42113790083078 47.423057299999996 47.42113790083078
2;2;8.498945635487624 8.5022121 8.499305 8.499994300000001 8.508396099999999 8.5022121 8.508396099999999 8.506262699999999 8.498945635487624;47.42113790083078 47.42075 47.42301079999999 47.4222403 47.41983320000001 47.42075 47.41983320000001 47.4202087 47.42113790083078
2;3;8.498945635487624 8.5034011 8.5091757 8.5197112 8.5323319 8.5396726 8.546855099999998 8.5465401 8.544405300000001 8.543116099999999 8.5415853 8.5313189 8.519907400000001 8.519183 8.507219726194768;47.42113790083078 47.4202852 47.4178399 47.4142696 47.410606099999995 47.4090587 47.4102711 47.40935770000001 47.4112229 47.4120885 47.41413920000001 47.4133893 47.4147013 47.414434299999996 47.408456757483904
3;1;8.507219726194768 8.5090621 8.5154353 8.5163419 8.5044331 8.5005906 8.498517300000001 8.499044699999999 8.466827199999999 8.435772 8.447591099999999 8.4609474 8.4645515 8.4685117 8.4841261 8.4889781 8.4857729 8.462653699999999 8.464655266363637;47.408456757483904 47.4103848 47.412348 47.4149003 47.41987460000001 47.421148200000005 47.42087120000001 47.4214108 47.4272842 47.4210656 47.408057 47.3978187 47.3922961 47.3898193 47.3834398 47.3914501 47.3917078 47.397338 47.39265519772728
1;2;8.464655266363637 8.4642839 8.4476096 8.479793199999998 8.498945635487624;47.39265519772728 47.395916299999996 47.408494299999994 47.40736079999999 47.42113790083078
2;5;8.498945635487624 8.501223800000002 8.4888749 8.456111239894392;47.42113790083078 47.4215318 47.4260258 47.399021004400126
5;1;8.456111239894392 8.464655266363637;47.399021004400126 47.39265519772728
1;5;8.464655266363637 8.456111239894392;47.39265519772728 47.399021004400126
5;5;8.456111239894392 8.4455242 8.427605 8.4114725 8.4070146 8.4240621 8.417879300000001 8.4247961 8.425139199999998 8.4226644 8.429224099999999 8.4450984 8.456111239894392;47.399021004400126 47.3981695 47.3971796 47.399927399999996 47.4020852 47.3966571 47.394580100000006 47.394042 47.393955600000005 47.3937058 47.3971777 47.397954799999994 47.399021004400126
5;3;8.456111239894392 8.456177199999999 8.462641900000001 8.4486386 8.4491745 8.4398427 8.5021694 8.506532199999999 8.5079624 8.507219726194768;47.399021004400126 47.3989777 47.400828600000004 47.402229600000005 47.4123848 47.4146141 47.420909 47.419259000000004 47.4208383 47.408456757483904
3;2;8.507219726194768 8.5063982 8.5061519 8.498945635487624;47.408456757483904 47.414677399999995 47.418156599999996 47.42113790083078
2;5;8.498945635487624 8.4915582 8.482994699999999 8.473604199999999 8.462186 8.456111239894392;47.42113790083078 47.411657500000004 47.4171626 47.4130603 47.400285 47.399021004400126
5;2;8.456111239894392 8.448493199999998 8.415618499999999 8.380150599999999 8.3754974 8.3844872 8.392137 8.3921896 8.394364 8.4333782 8.421290800000001 8.4182942 8.4597366 8.4561492 8.4563403 8.4565593 8.392142199999999 8.3837303 8.386423200000001 8.3843744 8.391955699999999 8.436982 8.439770300000001 8.433352699999999 8.3965879 8.396640800000002 8.3954931 8.3964602 8.4005616 8.424989 8.434348199999999 8.462786999999999 8.457995 8.4617868 8.461255699999999 8.4650359 8.4663265 8.4712424 8.4770235 8.4810064 8.4835548 8.490944599999999 8.4990206 8.498945635487624;47.399021004400126 47.4022514 47.404405100000005 47.416681 47.4193506 47.4148633 47.418567100000004 47.4185484 47.417459 47.4021458 47.384149 47.3948101 47.4017407 47.399735799999995 47.399544299999995 47.4022136 47.4194641 47.415375299999994 47.4153686 47.414885999999996 47.4289394 47.418291100000005 47.41754 47.413559 47.4069935 47.4065536 47.407064899999995 47.4069604 47.405333899999995 47.3972192 47.4008564 47.4006065 47.399038 47.4013755 47.4086169 47.4100609 47.411488500000004 47.4126272 47.413407899999996 47.4147442 47.4174784 47.4117299 47.4192794 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;4;8.498945635487624 8.5020212 8.503566099999999 8.506492300000001 8.5077646 8.508817500000001 8.5083549 8.507608512037038;47.42113790083078 47.4211809 47.422087100000006 47.421485600000004 47.4213596 47.42015120000001 47.420343 47.42004051759259
4;2;8.507608512037038 8.505854 8.5006337 8.4985146 8.498945635487624;47.42004051759259 47.4192467 47.4211771 47.4209206 47.42113790083078
2;2;8.498945635487624 8.4997476 8.5622421 8.5691696 8.545855099999999 8.506453599999999 8.498945635487624;47.42113790083078 47.4272957 47.4506191 47.4471813 47.4276211 47.4191857 47.42113790083078
2;9;8.498945635487624 8.502287599999999 8.4932977 8.4214659 8.4690539 8.5030888 8.3390496 8.021272 7.9645258000000005 7.8826849 7.877513700000001 7.8724270999999995 7.867222099999999 7.827725500000001 7.8056481 7.791564299999999 7.780570299999999 7.7774928 7.7763119000000005 7.774810799999999 7.748023599999999 7.7474006 7.7498285000000005 7.74891 7.751267217592592;47.42113790083078 47.4206871 47.4261401 47.4037794 47.329961299999994 46.5981645 46.526881700000004 46.3390309 46.3072088 46.2779448 46.25245220000001 46.2319097 46.23186079999999 46.2048281 46.1774615 46.139505799999995 46.0962715 46.07321629999999 46.068695399999996 46.067679 46.0237318 46.022377 46.0203602 46.0188256 46.01900901944445
9;9;7.751267217592592 7.7493061 7.751267217592592;46.01900901944445 46.0207011 46.01900901944445
9;9;7.751267217592592 7.7501474 7.751267217592592;46.01900901944445 46.01861470000001 46.01900901944445
9;9;7.751267217592592 7.749498599999999 7.749424 7.7515768 7.7760834 7.770154400000001 7.769902799999999 7.770639500000001 7.767039200000001 7.7649574999999995 7.761091900000001 7.750902900000001 7.7508525 7.7450689 7.751386099999999 7.753855099999999 7.7534444 7.7524855 7.751267217592592;46.01900901944445 46.018049 46.0207761 46.022478899999996 46.025702700000004 46.017072999999996 46.0140593 46.0132375 46.011618799999994 46.0109643 46.0108399 46.0116842 46.0132146 46.013557 46.01667379999999 46.0196774 46.0204802 46.019747100000004 46.01900901944445
9;9;7.751267217592592 7.7514784 7.7515243 7.751267217592592;46.01900901944445 46.0186869 46.018694599999996 46.01900901944445
9;9;7.751267217592592 7.7489171 7.7483627 7.748576700000001 7.7488695000000005 7.7495533 7.7496291 7.749935300000001 7.742513900000001 7.7375308 7.7373110999999986 7.7356547 7.7320924 7.732162700000001 7.7317925 7.734603999999999 7.7429128 7.745011900000001 7.7463974 7.7482303 7.751267217592592;46.01900901944445 46.018524600000006 46.016049100000004 46.0153441 46.0145354 46.013850399999995 46.0123662 46.0107547 46.0062359 46.0030146 46.0015249 46.0000194 46.0017482 46.0039239 46.0060594 46.0102154 46.0160597 46.0172721 46.0177316 46.018772600000005 46.01900901944445
9;2;7.751267217592592 7.7510898 7.7488167 7.7477674 7.7527762000000005 7.7748113 7.7772784 7.781001299999999 7.792472999999999 7.7931303 7.807061900000001 7.8268631 7.8762991 7.8822205 7.8742242 7.7447775 7.757204300000001 7.668952799999999 7.670289200000001 7.6778939 7.671612599999999 8.1979125 8.2776503 8.3002805 8.3307799 8.3082522 8.2949529 8.3397519 8.4371515 8.4345993 8.4332321 8.4497633 8.4353478 8.464538800000001 8.4333241 8.4206628 8.4330602 8.498945635487624;46.01900901944445 46.0201575 46.021365100000004 46.024015999999996 46.028448600000004 46.0676638 46.0719312 46.1021078 46.1301016 46.154236600000004 46.1832352 46.2028385 46.2453599 46.2747659 46.294183600000004 46.313668799999995 46.364035 46.4915316 46.4950921 46.51198529999999 46.5272494 46.841691600000004 46.9445424 46.9682352 46.9765733 46.9849742 47.031312799999995 47.09776 47.0856932 47.0861042 47.084754 47.0945369 47.15270770000001 47.2252321 47.301050599999996 47.3982297 47.4130027 47.42113790083078
2;2;8.498945635487624 8.501149400000001 8.500388599999999 8.498945635487624;47.42113790083078 47.4211532 47.421086100000004 47.42113790083078
2;3;8.498945635487624 8.5039111 8.507219726194768;47.42113790083078 47.408757200000004 47.408456757483904
3;2;8.507219726194768 8.504099499999999 8.498945635487624;47.408456757483904 47.408807700000004 47.42113790083078
2;2;8.498945635487624 8.494727300000001 8.498945635487624;47.42113790083078 47.4252865 47.42113790083078
2;2;8.498945635487624 8.5060973 8.4986075 8.496775300000001 8.494019699999999 8.450137 9.073748199999999 9.068693199999998 9.059816699999999 9.0627338 9.0711215 9.0732338 9.059795199999998 9.0553961 9.0478681 9.0117759 9.0076065 8.999162 9.0085739 9.020889500000001 9.0517883 9.0557867 9.0570601 9.0564316 9.051895 9.0042315 9.0743974 9.0478679 9.0479392 9.053175 9.058909300000002 9.0625664 9.047449499999999 8.9054275 8.761742800000002 8.561752499999999 8.4252618 8.422776400000002 8.417723800000001 8.421671 8.4223382 8.391319900000001 8.42758 8.4121754 8.496773300000001 8.498945635487624;47.42113790083078 47.4193157 47.423072399999995 47.42551629999999 47.4256777 47.4176435 47.129193799999996 47.1188346 47.1143685 47.1016015 47.0963731 47.088466 47.0663527 47.063808 47.0560748 47.0853674 47.0879529 47.0856885 47.087686299999994 47.0880929 47.0987427 47.097542 47.091463 47.07007539999999 47.0544514 47.0363606 47.0666388 47.0560745 47.056118100000006 47.060825200000004 47.0919101 47.1010414 47.141645200000006 47.19150689999999 47.194928499999996 47.2801342 47.3718796 47.38051110000001 47.3945144 47.40345070000001 47.4055687 47.429114299999995 47.415094599999996 47.42125479999999 47.425625700000005 47.42113790083078
2;2;8.498945635487624 8.4985355 8.498945635487624;47.42113790083078 47.4209825 47.42113790083078
2;3;8.498945635487624 8.502052599999999 8.5068556 8.5050496 8.507219726194768;47.42113790083078 47.420828 47.416945 47.4089524 47.408456757483904
3;3;8.507219726194768 8.5048884 8.4990791 8.496033099999998 8.4988957 8.507219726194768;47.408456757483904 47.405390600000004 47.4020696 47.4020849 47.4021065 47.408456757483904
3;10;8.507219726194768 8.5052265 8.5145183 8.5326571 8.5383626 8.5419654 8.5440085 8.5465934 8.549171575;47.408456757483904 47.4054286 47.399038 47.3978313 47.3919899 47.3859214 47.3809501 47.3771037 47.37411601666667
10;10;8.549171575 8.549171575;47.37411601666667 47.37411601666667
10;2;8.549171575 8.5496382 8.5454109 8.5402058 8.5350921 8.529357699999998 8.528505599999999 8.5209796 8.5138284 8.5117332 8.503051300000001 8.4944957 8.4848161 8.483554 8.4735429 8.4664493 8.4490558 8.498945635487624;47.37411601666667 47.3707649 47.3675276 47.3671505 47.371903 47.3736129 47.3733769 47.370106899999996 47.370264399999996 47.3700396 47.373832 47.37470220000001 47.3754936 47.3834189 47.386678 47.3916816 47.4103972 47.42113790083078
2;2;8.498945635487624 8.4985161 8.498945635487624;47.42113790083078 47.420961600000005 47.42113790083078
2;3;8.498945635487624 8.4987078 8.495232000000001 8.4978513 8.5015276 8.503165300000001 8.505111900000001 8.507219726194768;47.42113790083078 47.4191508 47.4132208 47.411053100000004 47.4086982 47.4089297 47.40849 47.408456757483904
3;2;8.507219726194768 8.508745900000001 8.5181834 8.540576199999999 8.544806 8.5461277 8.5484002 8.5460142 8.5442472 8.543767800000001 8.535399400000001 8.5195575 8.5078565 8.5062104 8.5028085 8.498945635487624;47.408456757483904 47.410577200000006 47.4135383 47.4140117 47.411308 47.4111872 47.4104487 47.411153399999996 47.412296399999995 47.4120125 47.413202899999995 47.4145741 47.418684000000006 47.4190437 47.4206474 47.42113790083078
2;2;8.498945635487624 8.498523800000001 8.5694922 8.5612426 8.5654539 8.565557 8.498945635487624;47.42113790083078 47.4209371 47.4403283 47.4514422 47.4515037 47.424887700000006 47.42113790083078
2;3;8.498945635487624 8.4976255 8.496675 8.497005499999998 8.5038662 8.507219726194768;47.42113790083078 47.4186611 47.4175999 47.4114007 47.408840600000005 47.408456757483904
3;11;8.507219726194768 8.508792 8.5349638 8.5395784 8.5489934 8.547313800000001 8.5439994 8.508993199999999 8.5027416 8.506156800000001 8.5159641 8.526972500000001 8.535567 8.545165695833333;47.408456757483904 47.410470000000004 47.4198189 47.4189924 47.4203272 47.4188775 47.4186185 47.4208536 47.4208955 47.4191399 47.414596200000005 47.413901700000004 47.4166293 47.4177614875
11;4;8.545165695833333 8.5427939 8.5342078 8.519499699999999 8.507608512037038;47.4177614875 47.4162155 47.4131432 47.415021200000005 47.42004051759259
4;2;8.507608512037038 8.5049974 8.498945635487624;47.42004051759259 47.420527299999996 47.42113790083078
2;6;8.498945635487624 8.501220300000002 8.4925094 8.4257345 8.4702974 8.4487981 8.434880997064104;47.42113790083078 47.420941 47.4266291 47.3636744 47.214570200000004 47.0934623 47.086082295000004
6;6;8.434880997064104 8.434880997064104;47.086082295000004 47.086082295000004
6;6;8.434880997064104 8.4403882 8.462313400000001 8.479026 8.4835904 8.4854645 8.4740578 8.472940199999998 8.472786 8.46984 8.468639199999998 8.466951199999999 8.4491314 8.4368927 8.434880997064104;47.086082295000004 47.0873693 47.0807698 47.055035100000005 47.055353499999995 47.056281 47.053621500000006 47.0551907 47.0607891 47.06587929999999 47.0673349 47.068754399999996 47.083800700000005 47.0865594 47.086082295000004
6;1;8.434880997064104 8.449843099999999 8.4511912 8.449655900000002 8.4254966 8.4207753 8.4225183 8.464655266363637;47.086082295000004 47.0976482 47.1025702 47.1316085 47.2912287 47.3708571 47.3960534 47.39265519772728
1;2;8.464655266363637 8.464610400000002 8.4479031 8.4396541 8.478164 8.498945635487624;47.39265519772728 47.395756899999995 47.4025459 47.4155258 47.422902 47.42113790083078
2;3;8.498945635487624 8.4971412 8.495587800000001 8.507219726194768;47.42113790083078 47.418341999999996 47.4167162 47.408456757483904
3;12;8.507219726194768 8.497957175;47.408456757483904 47.41866975000001
12;2;8.497957175 8.498945635487624;47.41866975000001 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;3;8.498945635487624 8.5116315 8.527978599999999 8.5419979 8.5450129 8.5453291 8.542293800000001 8.5372963 8.5327109 8.5288039 8.5123069 8.507219726194768;47.42113790083078 47.416318200000006 47.4181653 47.4173666 47.4179021 47.415143900000004 47.41207070000001 47.40914179999999 47.4025265 47.403155 47.406336200000005 47.408456757483904
3;3;8.507219726194768 8.507219726194768;47.408456757483904 47.408456757483904
3;4;8.507219726194768 8.5087344 8.5057091 8.507608512037038;47.408456757483904 47.410475899999994 47.4193778 47.42004051759259
4;2;8.507608512037038 8.5031562 8.498945635487624;47.42004051759259 47.4205101 47.42113790083078
2;2;8.498945635487624 8.4963602 8.4978216 8.5016567 8.502728999999999 8.498945635487624;47.42113790083078 47.422622100000005 47.423824700000004 47.4230607 47.421987200000004 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;3;8.498945635487624 8.500933 8.507219726194768;47.42113790083078 47.408946500000006 47.408456757483904
3;3;8.507219726194768 8.507219726194768;47.408456757483904 47.408456757483904
3;1;8.507219726194768 8.5033293 8.498250099999998 8.4985176 8.4877076 8.4483304 8.464655266363637;47.408456757483904 47.409116499999996 47.4113296 47.420901799999996 47.429497 47.401019899999994 47.39265519772728
1;5;8.464655266363637 8.460944 8.4478701 8.4864321 8.499103 8.4691715 8.4621284 8.456111239894392;47.39265519772728 47.3979182 47.4048085 47.4253261 47.4212306 47.4279777 47.4011755 47.399021004400126
5;10;8.456111239894392 8.453730499999999 8.450891699999998 8.4486678 8.4478693 8.490486099999998 8.516885400000001 8.5405888 8.542758000000001 8.545226 8.5468447 8.549171575;47.399021004400126 47.3985643 47.3980072 47.3992443 47.3994547 47.3908528 47.3853854 47.378454999999995 47.3784868 47.3789249 47.376344 47.37411601666667
10;10;8.549171575 8.549171575;47.37411601666667 47.37411601666667
