origin;destination;waypointsLong;waypointsLat
10;2;8.549171575 8.548073800000001 8.5462369 8.544170900000001 8.5413653 8.5401984 8.538708 8.517261999999999 8.447686599999999 8.4513416 8.4550472 8.4445652 8.501745800000002 8.498945635487624;47.37411601666667 47.374607399999995 47.3767835 47.3765817 47.3773961 47.377916600000006 47.3790532 47.38534620000001 47.398136799999996 47.3981479 47.398530799999996 47.4158972 47.4212088 47.42113790083078
2;3;8.498945635487624 8.5031538 8.5027756 8.5051916 8.507219726194768;47.42113790083078 47.418991600000005 47.4162119 47.40979960000001 47.408456757483904
3;3;8.507219726194768 8.507219726194768;47.408456757483904 47.408456757483904
3;13;8.507219726194768 8.505669900000001 8.5319561 8.5373149 8.5421342 8.546701944999999;47.408456757483904 47.4042398 47.39800220000001 47.393642799999995 47.3858603 47.37647872
13;3;8.546701944999999 8.5355529 8.5305381 8.5058837 8.507219726194768;47.37647872 47.395549100000004 47.3978093 47.4043549 47.408456757483904
3;2;8.507219726194768 8.5072364 8.507221099999999 8.5053365 8.498945635487624;47.408456757483904 47.4111862 47.4159985 47.419450399999995 47.42113790083078
2;5;8.498945635487624 8.4976635 8.4390567 8.449165400000002 8.4546813 8.456111239894392;47.42113790083078 47.423525399999995 47.4148339 47.41243789999999 47.402044599999996 47.399021004400126
5;2;8.456111239894392 8.4559985 8.4559617 8.455913 8.459632899999999 8.4528161 8.448246000000001 8.441788699999998 8.4941325 8.498945635487624;47.399021004400126 47.3989963 47.3989606 47.398986799999996 47.398993100000006 47.402229 47.409192700000006 47.4162373 47.4256037 47.42113790083078
2;2;8.498945635487624 8.498498699999999 8.498945635487624;47.42113790083078 47.420928499999995 47.42113790083078
2;3;8.498945635487624 8.494565 8.4973782 8.498772099999998 8.5066284 8.507219726194768;47.42113790083078 47.4207904 47.4184115 47.4098671 47.408184000000006 47.408456757483904
3;2;8.507219726194768 8.506348800000001 8.503344699999998 8.498945635487624;47.408456757483904 47.413216299999995 47.42025220000001 47.42113790083078
2;2;8.498945635487624 8.4985094 8.498945635487624;47.42113790083078 47.4209469 47.42113790083078
2;6;8.498945635487624 8.424101400000001 8.4495853 8.434880997064104;47.42113790083078 47.2854963 47.1339126 47.086082295000004
6;6;8.434880997064104 8.434880997064104;47.086082295000004 47.086082295000004
6;2;8.434880997064104 8.4546124 8.450051199999999 8.4207114 8.4311798 8.451111599999999 8.4922813 8.494186000000001 8.5031691 8.499056699999999 8.5035171 8.502415199999998 8.498945635487624;47.086082295000004 47.1019701 47.192439799999995 47.3714509 47.3994638 47.401924900000004 47.392033000000005 47.402202700000004 47.3994153 47.4006554 47.4043255 47.4208691 47.42113790083078
2;2;8.498945635487624 8.4964033 8.4980715 8.5011413 8.5019867 8.498945635487624;47.42113790083078 47.4226052 47.4238762 47.4231192 47.421074100000006 47.42113790083078
2;3;8.498945635487624 8.5037001 8.5064244 8.5087532 8.508535400000001 8.507774900000001 8.5071373 8.507219726194768;47.42113790083078 47.422121600000004 47.4194121 47.4153381 47.4113666 47.4071084 47.4080118 47.408456757483904
3;3;8.507219726194768 8.507219726194768;47.408456757483904 47.408456757483904
3;3;8.507219726194768 8.507219726194768;47.408456757483904 47.408456757483904
3;2;8.507219726194768 8.499095800000001 8.498945635487624;47.408456757483904 47.4193565 47.42113790083078
2;1;8.498945635487624 8.484409900000001 8.4628527 8.464655266363637;47.42113790083078 47.4247294 47.4274385 47.39265519772728
1;2;8.464655266363637 8.448984900000001 8.5021706 8.498945635487624;47.39265519772728 47.4103447 47.4207026 47.42113790083078
2;3;8.498945635487624 8.5028961 8.507219726194768;47.42113790083078 47.4086161 47.408456757483904
3;3;8.507219726194768 8.507219726194768;47.408456757483904 47.408456757483904
3;3;8.507219726194768 8.507219726194768;47.408456757483904 47.408456757483904
3;11;8.507219726194768 8.518359 8.527609 8.5383286 8.5448705 8.545165695833333;47.408456757483904 47.413417700000004 47.4180415 47.4173447 47.417983299999996 47.4177614875
11;3;8.545165695833333 8.546898800000001 8.54464 8.529303500000001 8.5193797 8.507620800000002 8.507219726194768;47.4177614875 47.4112821 47.4122024 47.41360529999999 47.414835100000005 47.4116673 47.408456757483904
3;2;8.507219726194768 8.5109444 8.508372300000001 8.503306 8.4956516 8.498945635487624;47.408456757483904 47.406873700000006 47.4080446 47.4091187 47.4163489 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;10;8.498945635487624 8.5037356 8.5126508 8.5252477 8.5345425 8.533322 8.5310007 8.5237903 8.5182585 8.5144036 8.4565593 8.4550021 8.4542804 8.4644358 8.477418400000001 8.479033099999999 8.4826849 8.4902927 8.505716099999999 8.509466900000001 8.511214500000001 8.518094300000001 8.525459300000001 8.5350272 8.541806800000002 8.5481212 8.5521765 8.5511514 8.550612199999998 8.5494717 8.548075 8.5486658 8.549171575;47.42113790083078 47.419971999999994 47.4158403 47.4115561 47.4034114 47.398024299999996 47.3971574 47.3922253 47.3865471 47.3822708 47.3988366 47.3988441 47.3987699 47.396784600000004 47.3920118 47.3911454 47.389185600000005 47.387198100000006 47.3804494 47.37838920000001 47.3790419 47.386318700000004 47.3944832 47.3913659 47.3891633 47.386205600000004 47.3824342 47.381545200000005 47.3813721 47.3808436 47.3786518 47.376278000000006 47.37411601666667
10;13;8.549171575 8.5474287 8.546701944999999;47.37411601666667 47.375394299999996 47.37647872
13;13;8.546701944999999 8.5446638 8.544184300000001 8.546701944999999;47.37647872 47.3755827 47.37662279999999 47.37647872
13;2;8.546701944999999 8.5433935 8.5330781 8.5351674 8.501156199999999 8.498945635487624;47.37647872 47.3769987 47.383625099999996 47.4025391 47.4212104 47.42113790083078
2;3;8.498945635487624 8.5042478 8.5064353 8.5476994 8.5449546 8.5449773 8.5463636 8.5563082 8.5584087 8.558834300000001 8.5562149 8.552421 8.5476726 8.545242800000002 8.543562300000001 8.5441821 8.5410487 8.53089 8.507219726194768;47.42113790083078 47.421913700000005 47.4214416 47.4189286 47.4123098 47.411528499999996 47.410230799999994 47.4110655 47.4106905 47.4129691 47.4131274 47.4131545 47.412876000000004 47.4126347 47.4123736 47.413696 47.4141811 47.4134425 47.408456757483904
3;3;8.507219726194768 8.507219726194768;47.408456757483904 47.408456757483904
3;3;8.507219726194768 8.507752 8.507219726194768;47.408456757483904 47.40915579999999 47.408456757483904
3;2;8.507219726194768 8.5089953 8.5063662 8.5062647 8.503847500000001 8.498945635487624;47.408456757483904 47.410218799999996 47.4189515 47.421432700000004 47.4220826 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;5;8.498945635487624 8.4894877 8.417338599999999 8.4250516 8.456111239894392;47.42113790083078 47.42621870000001 47.3942037 47.3839362 47.399021004400126
5;11;8.456111239894392 8.4562103 8.5471044 8.545165695833333;47.399021004400126 47.398973600000005 47.427964 47.4177614875
11;2;8.545165695833333 8.5214331 8.5038306 8.498945635487624;47.4177614875 47.414273 47.4090713 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;3;8.498945635487624 8.5009327 8.5034168 8.5033936 8.5045127 8.5054064 8.507219726194768;47.42113790083078 47.4199908 47.418627799999996 47.41720479999999 47.41086 47.4093239 47.408456757483904
3;4;8.507219726194768 8.5076834 8.5077379 8.5094317 8.5067999 8.5067388 8.506459399999999 8.506616900000001 8.507608512037038;47.408456757483904 47.409119 47.409144 47.4118625 47.4161345 47.4174032 47.4185593 47.419855299999995 47.42004051759259
4;2;8.507608512037038 8.498945635487624;47.42004051759259 47.42113790083078
2;3;8.498945635487624 8.4996788 8.507219726194768;47.42113790083078 47.409497200000004 47.408456757483904
3;3;8.507219726194768 8.5058561 8.523762199999998 8.5358377 8.5415503 8.5441493 8.5468242 8.5486416 8.549655699999999 8.5483523 8.5481342 8.548883 8.5448459 8.5392118 8.536556800000001 8.5201487 8.507219726194768;47.408456757483904 47.4042183 47.398790999999996 47.39520770000001 47.3863179 47.3801686 47.3771269 47.3807465 47.380849299999994 47.3794573 47.3774646 47.3756805 47.379166299999994 47.39098 47.394798 47.399758399999996 47.408456757483904
3;2;8.507219726194768 8.5106971 8.5027573 8.449253 8.4648094 8.464675999999999 8.4626859 8.459536199999999 8.4455982 8.4455246 8.498945635487624;47.408456757483904 47.4068369 47.4207174 47.4109684 47.3958513 47.3927825 47.3961883 47.4018153 47.4152549 47.425346600000005 47.42113790083078
2;5;8.498945635487624 8.4401264 8.4485641 8.4477308 8.4590321 8.456111239894392;47.42113790083078 47.415738299999994 47.4137255 47.40267 47.399007700000006 47.399021004400126
5;2;8.456111239894392 8.477505699999998 8.432961800000001 8.498945635487624;47.399021004400126 47.3899554 47.4110874 47.42113790083078
2;11;8.498945635487624 8.505714 8.5067464 8.5150537 8.5279389 8.5383772 8.545165695833333;47.42113790083078 47.4193363 47.419036299999995 47.4150781 47.418158399999996 47.4188278 47.4177614875
11;10;8.545165695833333 8.5454442 8.538784300000001 8.534340499999999 8.536538900000002 8.541639300000002 8.548703199999999 8.548526800000001 8.5489146 8.549171575;47.4177614875 47.41526270000001 47.4082414 47.4012342 47.3973704 47.392438500000004 47.3767874 47.3767029 47.3756339 47.37411601666667
10;13;8.549171575 8.546701944999999;47.37411601666667 47.37647872
13;13;8.546701944999999 8.546701944999999;47.37647872 47.37647872
13;2;8.546701944999999 8.5442591 8.543536099999999 8.5399785 8.533490800000001 8.5182379 8.501101400000001 8.498945635487624;47.37647872 47.380075299999994 47.382929499999996 47.390226500000004 47.3979111 47.4142999 47.421249100000004 47.42113790083078
2;14;8.498945635487624 8.5014011 8.5021133 8.506853300000001 8.516589 8.522686300000002 8.530855099999998 8.5333591 8.5336424 8.534942800000001 8.538362300000001 8.540160499999999 8.5403641 8.540063900000002 8.537217 8.561492 8.713003599999999 8.778857499999999 8.944068199999998 18.525523100000004 18.8080625 19.0198457 19.045235100000003 19.0805482 19.1076111 19.0828208 19.0738223 19.0706815 19.0706275 19.0700173 19.067304354065932;47.42113790083078 47.42103579999999 47.4210214 47.418864 47.414554700000004 47.4127771 47.4074533 47.3993968 47.3981482 47.3960397 47.391429200000005 47.384342600000004 47.3771216 47.3779044 47.37842620000001 47.298596 47.204679399999996 47.2030158 47.1628281 47.4866547 47.4856859 47.4650054 47.472063299999995 47.468174299999994 47.4729637 47.500309 47.4978768 47.495939299999996 47.490854399999996 47.4860209 47.48488849307692
14;14;19.067304354065932 19.066428 19.0671197 19.0658867 19.064301699999998 19.0594555 19.058642300000002 19.057930499999998 19.0563215 19.054644699999997 19.0517545 19.0485556 19.0465064 19.042784100000002 19.042440300000003 19.0446057 19.049643600000003 19.0528812 19.0549891 19.059888100000002 19.0599285 19.0614454 19.0630784 19.0650833 19.067304354065932;47.48488849307692 47.4830114 47.481249700000006 47.480681 47.4809449 47.484305799999994 47.4850478 47.485608500000005 47.4870345 47.485658799999996 47.484356700000006 47.486689399999996 47.486575200000004 47.4858031 47.485221700000004 47.4885789 47.490984499999996 47.4921644 47.4905447 47.48979620000001 47.489821 47.488828600000005 47.48733789999999 47.484592600000006 47.48488849307692
14;14;19.067304354065932 19.0673816 19.0672521 19.064435 19.0585913 19.056689600000002 19.0543926 19.0485214 19.052712 19.054759699999998 19.057603399999998 19.05659 19.059554199999997 19.0622307 19.066702199999998 19.0674405 19.067304354065932;47.48488849307692 47.48503770000001 47.48510039999999 47.4884375 47.490875 47.490889200000005 47.4900742 47.4900821 47.489542900000004 47.4877908 47.4860227 47.4871424 47.484466600000005 47.4850392 47.4832577 47.4850341 47.48488849307692
14;14;19.067304354065932 19.067304354065932;47.48488849307692 47.48488849307692
14;14;19.067304354065932 19.072042899999996 19.0716794 19.0678495 19.0648771 19.060041100000003 19.056479500000002 19.0545904 19.0530402 19.052183 19.052347199999996 19.054447399999997 19.0542634 19.055228399999997 19.0565745 19.0577018 19.056932 19.0585302 19.059968100000003 19.0603871 19.0595827 19.0597949 19.0590496 19.0602851 19.060978 19.0617091 19.0619185 19.0644159 19.067304354065932;47.48488849307692 47.4860956 47.486331899999996 47.486762899999995 47.4880999 47.4904 47.492719 47.4939965 47.4956408 47.4960676 47.496820299999996 47.4977278 47.499044 47.4997849 47.5006922 47.5036578 47.5043862 47.50298170000001 47.5017919 47.499969799999995 47.49843320000001 47.497074 47.4958351 47.4939565 47.492531899999996 47.490858 47.489565999999996 47.4883741 47.48488849307692
14;2;19.067304354065932 19.069484399999997 19.0965204 19.1172708 19.1687233 19.1967907 19.2518445 19.262092300000003 8.498945635487624;47.48488849307692 47.4858924 47.476259000000006 47.4689078 47.461496000000004 47.4527352 47.4179904 47.4338836 47.42113790083078
2;2;8.498945635487624 8.5015407 8.50431 8.5078969 8.5378696 8.5478399 8.544704699999999 8.514123800000002 8.5260272 8.5361534 8.522017 8.535055499999999 8.514780300000002 8.5067972 8.4861398 8.466857899999999 8.4501602 8.451201800000002 8.451421 8.4516425 8.4516201 8.450432000000001 8.4485936 8.4495304 8.4487757 8.4495526 8.452073500000001 8.4590677 8.482474 8.5058463 8.515869300000002 8.517869000000001 8.5257489 8.589753100000001 8.577803900000001 8.5233173 8.5213907 8.518709300000001 8.519614 8.522931100000001 8.526794800000001 8.5294741 8.533968699999999 8.535427499999999 8.533129400000002 8.5350776 8.524249699999999 8.5150509 8.506250699999999 8.498945635487624;47.42113790083078 47.4211321 47.421894200000004 47.421125399999994 47.4170979 47.4189907 47.412199900000005 47.385594399999995 47.378691499999995 47.3782305 47.1951165 47.2040023 47.173758899999996 47.1746444 47.1803237 47.1812281 47.173307799999996 47.1726471 47.169927200000004 47.1690823 47.166874799999995 47.1656775 47.167774 47.1693066 47.171966299999994 47.173432399999996 47.175874900000004 47.178585399999996 47.181648700000004 47.174278 47.173424700000005 47.190977600000004 47.205774299999995 47.258347 47.276862799999996 47.371082799999996 47.3702221 47.3726216 47.3734096 47.3743674 47.378314700000004 47.3822159 47.3863536 47.39193289999999 47.3983029 47.4029146 47.4122031 47.4151545 47.41918629999999 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.4970278 8.498250800000001 8.489791499999999 8.4842161 8.492224400000001 8.4983769 8.4979842 8.4959416 8.498945635487624;47.42113790083078 47.424411600000006 47.427929600000006 47.434835299999996 47.432613700000005 47.4299484 47.426903100000004 47.424674700000004 47.4234443 47.42113790083078
2;2;8.498945635487624 8.501720599999999 8.500518699999999 8.498945635487624;47.42113790083078 47.4211289 47.421128100000004 47.42113790083078
2;2;8.498945635487624 8.4985201 8.4985129 8.498945635487624;47.42113790083078 47.4209619 47.420952299999996 47.42113790083078
2;2;8.498945635487624 8.499416900000002 8.499416900000002 8.5010641 8.506863300000001 8.5182933 8.5346323 8.5332496 8.5322636 8.5363262 8.5306939 8.5340328 8.5357618 8.5343606 8.535478999999999 8.538253300000001 8.5383408 8.540393400000001 8.5362882 8.5295204 8.5334797 8.5363502 8.5326045 8.534642199999999 8.522489199999999 8.5149483 8.5063414 8.5021103 8.498945635487624;47.42113790083078 47.422529 47.422529 47.421665000000004 47.4189619 47.4142864 47.4033751 47.397859499999996 47.3962199 47.3891865 47.3835622 47.3804273 47.3779044 47.377387 47.3762242 47.375901500000005 47.3739957 47.37579470000001 47.3762387 47.381696000000005 47.3858601 47.3910831 47.3959059 47.4033564 47.41293579999999 47.4163042 47.418965899999996 47.4210719 47.42113790083078
2;2;8.498945635487624 8.4985469 8.498945635487624;47.42113790083078 47.4208607 47.42113790083078
2;2;8.498945635487624 8.4985705 8.4985331 8.498945635487624;47.42113790083078 47.4209862 47.420958899999995 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;5;8.498945635487624 8.501925199999999 8.4873724 8.4453351 8.456111239894392;47.42113790083078 47.4209648 47.4255643 47.4165925 47.399021004400126
5;2;8.456111239894392 8.450552199999999 8.4496451 8.498945635487624;47.399021004400126 47.4022448 47.4134233 47.42113790083078
2;2;8.498945635487624 8.4985063 8.4966338 8.491635 8.480556 8.4826698 8.4843005 8.4891254 8.493124400000001 8.4982749 8.498945635487624;47.42113790083078 47.4209105 47.4224648 47.423332200000004 47.4281917 47.4291415 47.4314456 47.4285658 47.4262369 47.4231389 47.42113790083078
2;2;8.498945635487624 8.5060734 8.5034244 8.4959493 8.4882565 8.490109599999998 8.4910491 8.496039999999999 8.4981763 8.5032543 8.506537699999999 8.498945635487624;47.42113790083078 47.4190981 47.4040604 47.4022262 47.3822975 47.378141299999996 47.388042799999994 47.4021635 47.4021227 47.4038527 47.4189427 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;6;8.498945635487624 8.447845599999999 8.463604400000001 8.464627199999999 8.448064500000001 8.4533854 8.4640612 8.480861500000001 8.485111300000002 8.4538698 8.4420204 8.451209 8.434880997064104;47.42113790083078 47.402555 47.396063 47.3926596 47.3739609 47.37079310000001 47.3606748 47.3444092 47.2839532 47.2789549 47.269650299999995 47.123005400000004 47.086082295000004
6;6;8.434880997064104 8.4796604 8.5212525 8.536137599999998 8.555181300000001 8.560274099999999 8.5605405 8.5601212 8.5604674 8.5604359 8.569440199999999 8.571256300000002 8.5743926 8.5746485 8.579121800000001 8.5812498 8.5813034 8.5829385 8.5802095 8.5775073 8.5793082 8.578788000000001 8.572643 8.5683074 8.5663273 8.5640196 8.5615817 8.5526406 8.5518648 8.5503778 8.5495433 8.553808 8.5562194 8.552918199999999 8.5347009 8.5112763 8.4699483 8.4527309 8.434880997064104;47.086082295000004 47.082665999999996 47.062538700000005 47.0541665 47.0522396 47.0525864 47.055183299999996 47.0561989 47.0576849 47.059382 47.059572100000004 47.0583223 47.0565619 47.055344299999994 47.0543826 47.0535427 47.0510703 47.0511294 47.049892299999996 47.0469538 47.0463398 47.0454717 47.0456184 47.0445019 47.0457439 47.0446942 47.0462372 47.047160999999996 47.047467600000004 47.0485402 47.050450399999995 47.051801 47.052757799999995 47.0528037 47.0559 47.0648356 47.0869821 47.0945951 47.086082295000004
6;2;8.434880997064104 8.449822099999999 8.454084199999999 8.4327891 8.4239386 8.4203589 8.498945635487624;47.086082295000004 47.095699100000004 47.1122098 47.1645826 47.2880523 47.3719533 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.501352800000001 8.5084289 8.5174155 8.5303614 8.5379014 8.543432000000001 8.5471389 8.5463175 8.5415544 8.5344775 8.5262296 8.518752000000001 8.510413699999999 8.504094199999999 8.498532199999998 8.504094199999999 8.498945635487624;47.42113790083078 47.4209325 47.41943870000001 47.4152358 47.4116135 47.410391 47.41122120000001 47.407769 47.4090494 47.411206799999995 47.4106015 47.4121716 47.4150773 47.4183776 47.420750899999994 47.4209657 47.420750899999994 47.42113790083078
2;2;8.498945635487624 8.499515800000001 8.498945635487624;47.42113790083078 47.4224635 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;4;8.498945635487624 8.507608512037038;47.42113790083078 47.42004051759259
4;2;8.507608512037038 8.5024668 8.498945635487624;47.42004051759259 47.420716999999996 47.42113790083078
2;6;8.498945635487624 8.4336969 8.4706844 8.449749800000001 8.434880997064104;47.42113790083078 47.3034446 47.2136254 47.098225799999994 47.086082295000004
6;6;8.434880997064104 8.437672099999999 8.434880997064104;47.086082295000004 47.0873753 47.086082295000004
6;2;8.434880997064104 8.4346466 8.451555 8.4337809 8.468868800000001 8.4371658 8.498945635487624;47.086082295000004 47.084860299999995 47.1055877 47.1544178 47.2174976 47.350018299999995 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.4984674 8.4985216 8.4985259 8.498945635487624;47.42113790083078 47.420981 47.4209264 47.420942700000005 47.42113790083078
2;2;8.498945635487624 8.4984894 8.498945635487624;47.42113790083078 47.420903700000004 47.42113790083078
2;2;8.498945635487624 8.502468400000001 8.501463699999999 8.498945635487624;47.42113790083078 47.4207806 47.421179200000005 47.42113790083078
2;2;8.498945635487624 8.497307199999998 8.4971136 8.498945635487624;47.42113790083078 47.41677070000001 47.4181761 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.4985276 8.498945635487624;47.42113790083078 47.42095 47.42113790083078
2;2;8.498945635487624 8.4981448 8.4969213 8.4814244 8.4972522 8.498945635487624;47.42113790083078 47.418978100000004 47.417815999999995 47.4151988 47.418445399999996 47.42113790083078
2;2;8.498945635487624 8.4985185 8.498945635487624;47.42113790083078 47.4209324 47.42113790083078
2;3;8.498945635487624 8.4972194 8.5036295 8.507219726194768;47.42113790083078 47.4182197 47.4090388 47.408456757483904
3;2;8.507219726194768 8.4988679 8.498945635487624;47.408456757483904 47.41026 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.4971521 8.498945635487624;47.42113790083078 47.425720399999996 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.500138699999999 8.5020647 8.5058689 8.508867599999999 8.5445449 8.5437367 8.5435547 8.543298599999998 8.5441291 8.5352962 8.5227995 8.5129239 8.5007108 8.498945635487624;47.42113790083078 47.4219737 47.421027 47.4192708 47.42015 47.4186976 47.4113521 47.4108282 47.4119751 47.413711799999994 47.4131338 47.4137624 47.4157482 47.4210415 47.42113790083078
2;2;8.498945635487624 8.498534900000001 8.498945635487624;47.42113790083078 47.4209386 47.42113790083078
2;6;8.498945635487624 8.496394300000002 8.437294300000001 8.449867999999999 8.448929199999998 8.434880997064104;47.42113790083078 47.42426079999999 47.2721457 47.130419599999996 47.0934679 47.086082295000004
6;2;8.434880997064104 8.4490996 8.454260000000001 8.458452699999999 8.419105 8.4955222 8.498945635487624;47.086082295000004 47.093575799999996 47.1123505 47.1984026 47.39561320000001 47.424777500000005 47.42113790083078
2;2;8.498945635487624 8.4985438 8.498526199999999 8.498945635487624;47.42113790083078 47.42094470000001 47.4209635 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.4989727 8.4797638 8.498945635487624;47.42113790083078 47.42130039999999 47.4256824 47.42113790083078
2;3;8.498945635487624 8.496909599999999 8.495281599999998 8.5039237 8.507219726194768;47.42113790083078 47.418105499999996 47.4135463 47.409016799999996 47.408456757483904
3;2;8.507219726194768 8.5021418 8.498945635487624;47.408456757483904 47.4086142 47.42113790083078
2;6;8.498945635487624 8.501561500000001 8.4941386 8.4316727 8.434880997064104;47.42113790083078 47.4208035 47.4256513 47.2989801 47.086082295000004
6;6;8.434880997064104 8.434895800000001 8.434880997064104;47.086082295000004 47.0861056 47.086082295000004
6;6;8.434880997064104 8.439567599999998 8.4347343 8.4339064 8.4312302 8.4290514 8.4240266 8.4201105 8.418429099999999 8.413543800000001 8.4112389 8.4078353 8.4165553 8.418291900000002 8.422799699999999 8.427175 8.433012 8.4347564 8.434764300000001 8.434880997064104;47.086082295000004 47.0824908 47.086353499999994 47.0855842 47.0868092 47.08656920000001 47.0830809 47.0816349 47.0819005 47.07900789999999 47.078021899999996 47.076253 47.0804141 47.081774700000004 47.082257500000004 47.0853269 47.08582020000001 47.0861015 47.08610770000001 47.086082295000004
6;2;8.434880997064104 8.4503739 8.4470477 8.419738800000001 8.498945635487624;47.086082295000004 47.1285345 47.1901138 47.373870600000004 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;12;8.498945635487624 8.4990114 8.502989900000001 8.5067691 8.5064955 8.503204499999999 8.497957175;47.42113790083078 47.4192939 47.40844310000001 47.4080614 47.4076997 47.4091401 47.41866975000001
12;2;8.497957175 8.5024349 8.5130056 8.528215300000001 8.538872900000001 8.543886500000001 8.5468602 8.5456123 8.5379813 8.5248286 8.5173559 8.498945635487624;47.41866975000001 47.420581799999994 47.4156803 47.4118748 47.410411700000004 47.4095595 47.4126565 47.4128367 47.4104045 47.412712899999995 47.4154026 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;1;8.498945635487624 8.5024794 8.4893641 8.4489787 8.4608706 8.464825999999999 8.4650336 8.464655266363637;47.42113790083078 47.420511600000005 47.426080600000006 47.412960299999995 47.3978769 47.395027500000005 47.3937942 47.39265519772728
1;2;8.464655266363637 8.4625742 8.4478302 8.493548599999999 8.498945635487624;47.39265519772728 47.396938899999995 47.4055691 47.4257275 47.42113790083078
2;2;8.498945635487624 8.4985239 8.498945635487624;47.42113790083078 47.420943799999996 47.42113790083078
2;2;8.498945635487624 8.508274900000002 8.5078272 8.5022127 8.498945635487624;47.42113790083078 47.420592600000006 47.4199713 47.4207094 47.42113790083078
2;2;8.498945635487624 8.4985341 8.498945635487624;47.42113790083078 47.4209513 47.42113790083078
2;6;8.498945635487624 8.498535400000002 8.5031275 8.4995436 8.486229 8.491316099999999 8.455297400000001 8.419530400000001 8.4236774 8.4339456 8.4511795 8.4449579 8.4350629 8.4449579 8.434880997064104;47.42113790083078 47.420978399999996 47.4071423 47.402767700000005 47.4038442 47.3947819 47.407695200000006 47.396558500000005 47.2864602 47.1790709 47.106659 47.0896033 47.0862218 47.0896033 47.086082295000004
6;6;8.434880997064104 8.450936 8.6120662 8.6224229 8.617505099999999 8.597665199999998 8.592287800000001 8.5922508 8.6002576 8.613987300000002 8.614725300000002 8.6124982 8.6107334 8.6259734 8.621943 8.6059594 8.5546721 8.5169915 8.485158300000002 8.4718476 8.4305923 8.4348853 8.4562881 8.454344 8.4575274 8.4527186 8.4489679 8.4484888 8.4516813 8.4557021 8.4658205 8.4738606 8.4754243 8.468801 8.4564911 8.4546377 8.457238 8.443588499999999 8.4260733 8.430902099999999 8.438743400000002 8.435809599999999 8.434880997064104;47.086082295000004 47.10248060000001 46.9855807 46.8921737 46.8823171 46.8908688 46.912240999999995 46.905159000000005 46.8884546 46.8809783 46.8901403 46.8924763 46.893607700000004 46.8949936 46.949623200000005 46.993627000000004 46.990627200000006 46.994056799999996 47.0097543 47.0192303 47.03132279999999 47.032469799999994 47.023682 47.0282657 47.0350093 47.0389499 47.044673700000004 47.046287799999995 47.0469487 47.045681099999996 47.0438892 47.0376737 47.03674829999999 47.0353658 47.035310100000004 47.0325967 47.030171 47.0349933 47.0353389 47.0541159 47.0739309 47.085023799999995 47.086082295000004
6;2;8.434880997064104 8.4346897 8.4352043 8.449956599999998 8.450455900000001 8.4506959 8.4492167 8.4204786 8.4952465 8.498945635487624;47.086082295000004 47.0861459 47.085105600000006 47.0985229 47.109883 47.1027314 47.1339424 47.371718200000004 47.4249656 47.42113790083078
2;2;8.498945635487624 8.498832199999999 8.4957904 8.4949978 8.4968558 8.5013304 8.4984405 8.496799699999999 8.4984587 8.4992424 8.498945635487624;47.42113790083078 47.4190887 47.4153809 47.4116671 47.410349700000005 47.4110095 47.4166023 47.4180111 47.418987200000004 47.419610799999994 47.42113790083078
2;2;8.498945635487624 8.4985135 8.498945635487624;47.42113790083078 47.4209224 47.42113790083078
2;2;8.498945635487624 8.499410000000001 8.5002558 8.498945635487624;47.42113790083078 47.4225301 47.4216527 47.42113790083078
