1,2,3,4,5,6,7,8,9,10,11,12,13,14
Pestalozziweg 19,Georg-Kempf-Strasse 3,ETH - Hönggerberg,Migros Supermarkt,Acht Grad Ost AG,Haldenweg 14,Bar Sonia,Geistenstraße 13,Hotel Ambiance,University of Zurich,Felsenrainstrasse 1,Hungerbergstrasse 60,ETH Zürich Zentrum,The Three Corners Lifestyle Hotel
