group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
info,"ETH Zürich, Hönggerberg, Glaubtenstrasse, Höngg, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8093, Switzerland","Platzspitzbrunnen, Platzpromenade, City, Altstadt, Zürich, Bezirk Zürich, Zürich, 8090, Switzerland","51f, Georg-Kempf-Strasse, Affoltern, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8046, Switzerland","ETH MM C 78.1, 34, Leonhardstrasse, Hochschulen, Altstadt, Zürich, Bezirk Zürich, Zürich, 8092, Switzerland","Acht Grad Ost AG, 4, Wagistrasse, Schlieren, Bezirk Dietikon, Zürich, 8952, Switzerland","19, Pestalozziweg, Schlieren, Bezirk Dietikon, Zürich, 8952, Switzerland","Schlieren, Bezirk Dietikon, Zürich, 8952, Switzerland","50, Weihermattstrasse, Urdorf, Bezirk Dietikon, Zürich, 8902, Switzerland","Zentrum Oberenstringen, 1, Zürcherstrasse, Oberengstringen, Bezirk Dietikon, Zürich, 8102, Switzerland","2, Wieslergasse, Höngg, Kreis 10, Zürich, Bezirk Zürich, Zürich, 8049, Switzerland","Haldenweg, Chliarni, Küssnacht (SZ), Küssnacht, Schwyz, 6403, Switzerland","Avec, 24, Wagistrasse, Schlieren, Bezirk Dietikon, Zürich, 8952, Switzerland","2, Römerstrasse, Basi, Dietikon, Bezirk Dietikon, Zürich, 8953, Switzerland","16, Felsenrainstrasse, Seebach, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8052, Switzerland","41, Gessnerallee, City, Altstadt, Zürich, Bezirk Zürich, Zürich, 8090, Switzerland","25, Spitalstrasse, Urdorf, Bezirk Dietikon, Zürich, 8902, Switzerland","24a, Edisonstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Switzerland","Pognana Lario, Via Giacomo Matteotti, Riva di Pognana, Pognana Lario, Como, Lombardia, 22020, Italia","42, Weißenburgstraße, Derendorf, Stadtbezirk 1, Düsseldorf, Nordrhein-Westfalen, 40476, Deutschland","23, Schadowstraße, Stadtmitte, Stadtbezirk 1, Düsseldorf, Nordrhein-Westfalen, 40212, Deutschland","Steinmattschleff, Ze Gassen, Zermatt, Visp, Valais/Wallis, 3920, Switzerland","Universität Zürich (UZH), Zentrum, Moussonstrasse, Fluntern, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8091, Switzerland","The Three Corners Lifestyle Hotel, 4, Hőgyes Endre utca, Belső-Ferencváros, VIII. kerület, Budapest, Közép-Magyarország, 1092, Magyarország"
