1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Haltikerstrasse 24,Georg-Kempf-Strasse 3,IKEA 6,Hallenstadion,"Dolce Amore, Chocolateria Gelateria",R. Andrade 48,The Pink Street,Rua das Salgadeiras 1,Steinmattschleif 12,Bernstrasse Gfill,University of Bern,Mittelstrasse 43,Migros Zähringerstrasse,Muse Platanenhof,Bern,Luzern,Immensee
