origin;destination;waypointsLong;waypointsLat
6;6;-9.134924680946682 -9.1353306 -9.134719500000001 -9.1352828 -9.139907699999998 -9.139216000000001 -9.139216000000001 -9.1492474 -9.1440586 -9.1444045 -9.1450963 -9.1440586 -9.1461341 -9.1457882 -9.147517800000001 -9.147517800000001 -9.1492474 -9.1751968 -9.424879800000001 -9.4920301 -9.492494500000001 -9.4922448 -9.492271699999998 -9.4922712 -9.4914755 -9.4685015 -9.4667723 -9.465015199999998 -9.4644286 -9.462063 -9.460488900000001 -9.459525300000001 -9.4580114 -9.4391465 -9.439258500000001 -9.4388988 -9.437674699999999 -9.4363825 -9.4346755 -9.434248599999998 -9.405063400000001 -9.403064 -9.400621000000001 -9.398523800000001 -9.397941099999999 -9.1457882 -9.139216000000001 -9.139561800000001 -9.139216000000001 -9.1354112 -9.1354112 -9.1354112 -9.134373599999998 -9.133681900000001 -9.134924680946682;38.72277027477947 38.7219507 38.7223178 38.723081 38.7157419 38.7106011 38.7106011 38.707215399999995 38.7066489 38.70727120000001 38.7065674 38.7066489 38.7071353 38.706837799999995 38.7063771 38.7063771 38.7062412 38.7022505 38.7010174 38.789527899999996 38.7902885 38.7917349 38.7899703 38.7899729 38.788258500000005 38.762238 38.7612696 38.7609339 38.758726700000004 38.7577799 38.757557 38.758883700000005 38.755612299999996 38.7155425 38.7155516 38.7148269 38.7125073 38.710714200000005 38.7087769 38.7082916 38.703834 38.7037216 38.703483 38.70337120000001 38.703146000000004 38.706513 38.7106011 38.7095998 38.7154715 38.72551 38.72551 38.7212896 38.723643599999996 38.7230485 38.72277027477947
6;6;-9.134924680946682 -9.1354112 -9.1354112 -9.1354112 -9.1350654 -9.1350654 -9.134924680946682;38.72277027477947 38.721614200000005 38.721614200000005 38.721614200000005 38.7222907 38.7222907 38.72277027477947
6;8;-9.134924680946682 -9.1381563 -9.1382629 -9.1403633 -9.138524199999999 -9.1388111 -9.138969699999999 -9.1388496 -9.139097999999999 -9.1397012 -9.140560800000001 -9.140622500000001 -9.1409931 -9.1413385 -9.141216900000002 -9.1413257 -9.143184 -9.1431382 -9.143413800000001 -9.1436595 -9.1436554 -9.143624699999998 -9.143232699999999 -9.1433772 -9.143050500000001 -9.1433449 -9.1437287 -9.144707499999999 -9.14389824;38.72277027477947 38.7140001 38.713969399999996 38.7105546 38.7106554 38.7106689 38.7106142 38.7106195 38.7097208 38.7087419 38.7081821 38.7080953 38.708102600000004 38.7080837 38.7077906 38.707542 38.707240999999996 38.7073547 38.7074672 38.7078101 38.7078897 38.7087279 38.709521 38.7096178 38.7107044 38.711338899999994 38.711036 38.71097 38.71089283880952
8;8;-9.14389824 -9.1432593 -9.143246699999999 -9.1440586 -9.1430209 -9.14389824;38.71089283880952 38.7107297 38.7106706 38.7108702 38.7103023 38.71089283880952
8;8;-9.14389824 -9.1450963 -9.1437127 -9.1450963 -9.1450963 -9.14389824;38.71089283880952 38.7114381 38.7105727 38.7114381 38.7114381 38.71089283880952
8;8;-9.14389824 -9.1450963 -9.14389824;38.71089283880952 38.7114381 38.71089283880952
8;8;-9.14389824 -9.1450963 -9.1437127 -9.1450963 -9.14389824;38.71089283880952 38.7114381 38.7105727 38.7114381 38.71089283880952
8;7;-9.14389824 -9.1471719 -9.1433668 -9.1444045 -9.1449975 -9.14404196313983;38.71089283880952 38.7145219 38.7128727 38.7137653 38.71317929999999 38.70698551103604
7;7;-9.14404196313983 -9.14404196313983;38.70698551103604 38.70698551103604
7;7;-9.14404196313983 -9.1444045 -9.1440586 -9.1440586 -9.1440586 -9.1433668 -9.1444045 -9.1440586 -9.14404196313983;38.70698551103604 38.7069464 38.706973600000005 38.706973600000005 38.706973600000005 38.707028 38.7066217 38.706973600000005 38.70698551103604
7;7;-9.14404196313983 -9.1437127 -9.1444045 -9.1444045 -9.1437127 -9.1440586 -9.14404196313983;38.70698551103604 38.7066761 38.7069464 38.70727120000001 38.7066761 38.706973600000005 38.70698551103604
7;6;-9.14404196313983 -9.1437127 -9.1433668 -9.1440586 -9.1437127 -9.1461341 -9.1461341 -9.153398800000002 -9.1492474 -9.1527069 -9.157204400000001 -9.154436599999999 -9.1575503 -9.157204400000001 -9.153744699999999 -9.157204400000001 -9.1540907 -9.149939300000002 -9.1492474 -9.1495934 -9.1461341 -9.1444045 -9.1437127 -9.1440586 -9.140599499999999 -9.139561800000001 -9.139561800000001 -9.1371406 -9.1354112 -9.1367947 -9.1367947 -9.136103 -9.1367947 -9.1354112 -9.1354112 -9.134373599999998 -9.1348056 -9.134924680946682;38.70698551103604 38.7066761 38.7073527 38.706973600000005 38.7066761 38.7071353 38.7071353 38.707863200000006 38.7062412 38.708566999999995 38.7056156 38.706807399999995 38.705588399999996 38.7056156 38.706537100000006 38.7056156 38.7068346 38.706511600000006 38.7062412 38.7065387 38.7071353 38.7069464 38.7066761 38.7066489 38.7072453 38.707651500000004 38.7086256 38.710764000000005 38.710575 38.715661600000004 38.715661600000004 38.718638 38.719882299999995 38.721614200000005 38.721614200000005 38.723643599999996 38.7227752 38.72277027477947
6;6;-9.134924680946682 -9.1354112 -9.103597 -9.0953538 -9.095123800000001 -9.0950743 -9.0951192 -9.102559800000002 -9.103597 -9.103597 -9.1032513 -9.103597 -9.1354112 -9.1371406 -9.1354112 -9.1367947 -9.1354112 -9.133681900000001 -9.134799099999999 -9.134924680946682;38.72277027477947 38.72551 38.7679213 38.7655623 38.765692 38.7657146 38.7658895 38.768651299999995 38.7679213 38.7679213 38.7685972 38.7679213 38.72551 38.7166085 38.721614200000005 38.7231289 38.721614200000005 38.7230485 38.7228057 38.72277027477947
6;6;-9.134924680946682 -9.134924680946682;38.72277027477947 38.72277027477947
6;2;-9.134924680946682 -9.134793 -9.1348487 -9.1350621 -9.135078199999999 -9.134974900000001 -9.1350209 -9.1349868 -9.134913000000001 -9.134934900000001 -9.134869 -9.134841900000001 -9.1348355 -9.134934800000002 -9.135012800000002 -9.1350912 -9.1349887 -9.1349781 -9.133336 -9.134027699999999 -9.1364489 -9.133336 -9.134027699999999 -9.134027699999999 -9.134719500000001 -9.133336 -9.134027699999999 -9.133336 -9.136103 -9.133336 -9.136103 -9.1364489 -9.136103 -9.1354112 -9.1367947 -9.134373599999998 -9.1354112 -9.1354112 -9.1357571 -9.1326443 -9.103597 -9.103597 -9.107400199999999 -9.1170819 -9.1260731 -9.1278023 -9.128839900000001 -9.1298774 -9.1278023 -9.1447504 -9.139561800000001 -9.1447504 -9.130716099999999 -9.1309953 -9.130325599999999 -9.1302787 -9.129942 -9.1298582 -9.130355400000001 -9.128839900000001 -9.139907699999998 8.5426359 8.5585635 8.5594775 8.5607855 8.5607855 8.561421300000001 8.561427199999999 8.561383 8.5615296 8.562626199999999 8.5623572 8.562514 8.5624239 8.562422300000001 8.5624181 8.562417300000002 8.5624181 8.5624181 8.5570798 8.5604837 8.5604837 8.5604837 8.5604837 8.560143 8.560143 8.5565347 8.5538556 8.551247300000002 8.5489709 8.547537400000001 8.5464177 8.5449387 8.5442219 8.544341900000001 8.5442704 8.544145 8.5436261 8.5435375 8.5436756 8.5439304 8.5444605 8.5446349 8.5446008 8.5446069 8.5446127 8.5446585 8.5447056 8.544719500000001 8.544743800000001 8.544894699999999 8.543428800000001 8.541904400000002 8.540073800000002 8.539129199999998 8.538281300000001 8.537916300000001 8.535793400000001 8.5336474 8.532438699999998 8.531981 8.5319317 8.5304558 8.5283189 8.5265262 8.5245228 8.5242176 8.5241417 8.5222775 8.5200858 8.5193925 8.519299499999999 8.5193497 8.518483999999999 8.5157511 8.513319099999999 8.5126452 8.512180800000001 8.5100583 8.508420800000001 8.5068479 8.506618699999999 8.5066531 8.506784699999999 8.5068 8.506474699999998 8.5062915 8.5062202 8.505668400000001 8.5053837 8.5051016 8.5045162 8.5042714 8.5040154 8.5035145 8.503236099999999 8.502996699999999 8.5027183 8.5024228 8.5019122 8.501642 8.5013465 8.5011017 8.5005168 8.5002662 8.499997 8.499709800000002 8.4994388 8.499239300000001 8.499071 8.4990404 8.4990247 8.4990592 8.4989979 8.4988946 8.4988214 8.4986875 8.498611300000002 8.498461599999999 8.498514877548391;38.72277027477947 38.7226985 38.7226116 38.7224273 38.7223576 38.7223205 38.7220869 38.721875299999994 38.7216659 38.7214417 38.721252500000006 38.7211056 38.7209144 38.7207615 38.7198422 38.7187925 38.71836679999999 38.7171625 38.715933 38.7168528 38.7156887 38.715933 38.716528100000005 38.716528100000005 38.716473799999996 38.715933 38.716528100000005 38.715933 38.718638 38.715933 38.718638 38.7156887 38.718638 38.7212896 38.7231289 38.723643599999996 38.721614200000005 38.72551 38.727106 38.7338425 38.7679213 38.7679213 38.7718414 38.77108320000001 38.7616185 38.7686206 38.7695125 38.7704044 38.7686206 38.76988529999999 38.7706173 38.76988529999999 38.77209860000001 38.771374 38.7696785 38.7684436 38.7676174 38.767233000000004 38.767911299999994 38.7656193 38.7842139 47.4567349 47.451491299999994 47.45105170000001 47.45096029999999 47.45096029999999 47.4509354 47.450954100000004 47.45087720000001 47.4504736 47.450255 47.4503349 47.450464000000004 47.4501415 47.450117 47.4501734 47.4501867 47.4501789 47.4501789 47.4275744 47.4337975 47.4337975 47.4337975 47.4337975 47.428887100000004 47.428887100000004 47.4232851 47.4203924 47.4179015 47.4154825 47.413657799999996 47.412708 47.4120896 47.411911100000005 47.4118482 47.411787700000005 47.411663 47.4114338 47.4113929 47.4113435 47.4112244 47.411389299999996 47.4114871 47.41150820000001 47.411505700000006 47.4114974 47.4115047 47.411497499999996 47.4114791 47.4114511 47.4114788 47.41097979999999 47.41035479999999 47.409215100000004 47.4092073 47.4093958 47.409524499999996 47.4099737 47.4103674 47.4105624 47.4106652 47.410664399999995 47.4108873 47.4113184 47.411685399999996 47.412153499999995 47.412203600000005 47.4122665 47.413031200000006 47.4139024 47.41417 47.414101099999996 47.4141689 47.4143408 47.4150013 47.4156378 47.4159469 47.416108 47.4171981 47.418373200000005 47.419064299999995 47.4194245 47.419436600000004 47.419396899999995 47.4192382 47.419263 47.419031200000006 47.419080799999996 47.4192881 47.41946 47.419565500000004 47.4196743 47.4197523 47.4198941 47.4201581 47.42028320000001 47.4203976 47.42050379999999 47.420543200000004 47.4207575 47.4208246 47.4209183 47.4209772 47.4210885 47.4211494 47.4213264 47.4214024 47.4215125 47.4215915 47.4213881 47.421265600000005 47.421312 47.421339 47.4212723 47.4212591 47.4212578 47.421074700000005 47.420976700000004 47.42087720000001 47.42089818119723
2;2;8.498514877548391 8.4996397 8.496951800000001 8.4344845 8.4173953 8.5267844 8.621567500000001 8.636173 8.6635849 8.6633603 8.666574800000001 8.6676556 8.668263699999999 8.6682771 8.6682867 8.6691101 8.6682885 8.6679713 8.667439199999999 8.666755300000002 8.6593725 8.6448079 8.6236095 8.553710699999998 8.5449784 8.5267844 8.4621096 8.4162049 8.423130300000002 8.4909337 8.5016064 8.498514877548391;47.42089818119723 47.4215094 47.4243643 47.4132597 47.3877036 47.3333796 47.2361911 47.229357 47.2271453 47.2268072 47.2225918 47.2231344 47.22339829999999 47.2233929 47.223387 47.2257557 47.2233865 47.2235219 47.222797799999995 47.222851299999995 47.230852299999995 47.2319029 47.2270535 47.2924443 47.3043153 47.3333796 47.343351399999996 47.3862506 47.407007 47.4278867 47.4207121 47.42089818119723
2;1;8.498514877548391 8.5007038 8.4911355 8.439598199999999 8.4210714 8.430168 8.4290748 8.4290748 8.437860699999998 8.460502900000002 8.4525287 8.446443499999999 8.4331701 8.4387574 8.4346164083627;47.42089818119723 47.421082399999996 47.4260211 47.415265999999995 47.3732588 47.3541058 47.2880149 47.2880149 47.2692218 47.2297402 47.110645399999996 47.0914822 47.084804600000005 47.087148799999994 47.08617838693552
1;1;8.4346164083627 8.4346723 8.433991800000001 8.4343366 8.434324400000001 8.4347011 8.4350525 8.4352459 8.435470500000001 8.435702800000001 8.435915099999999 8.436151800000001 8.4364771 8.4368443 8.4370295 8.4371981 8.4375218 8.437726 8.4380909 8.4384064 8.4386166 8.4388917 8.440026300000001 8.4405413 8.4422712 8.4400517 8.4400275 8.439691900000001 8.439832899999999 8.4394921 8.437749400000001 8.4352859 8.435478699999999 8.435478699999999 8.433991800000001 8.4350995 8.4346164083627;47.08617838693552 47.0861973 47.0852184 47.0850855 47.084876 47.0847999 47.0847137 47.0845321 47.084303999999996 47.0841421 47.0838971 47.0837042 47.083589200000006 47.0835304 47.083272799999996 47.0830446 47.0829021 47.0827679 47.08269129999999 47.0825573 47.0824325 47.0822984 47.081386 47.0798482 47.0850505 47.0799287 47.0798869 47.0803722 47.080409 47.0804689 47.0814794 47.0822614 47.0838301 47.0838301 47.0852184 47.08496829999999 47.08617838693552
1;5;8.4346164083627 8.4387574 8.434408900000001 8.435393199999998 8.434857699999998 8.433838900000001 8.435711999999999 8.4381258 8.439198199999998 8.4393327 8.440800380026655;47.08617838693552 47.087148799999994 47.0860162 47.0862251 47.086001200000005 47.0854061 47.0840419 47.082570000000004 47.0821121 47.0820509 47.08086369635324
5;1;8.440800380026655 8.4423233 8.4439618 8.4450225 8.4464911 8.442074 8.447548800000002 8.4410673 8.4339924 8.4567748 8.4339924 8.4529516 8.4529516 8.433388699999998 8.4661446 8.4682405 8.4621286 8.4596621 8.461930699999998 8.460935899999999 8.4592623 8.4593109 8.4591269 8.4590071 8.4588994 8.4587836 8.458580300000001 8.4582821 8.4579694 8.4576772 8.4574151 8.4571502 8.4568776 8.4560755 8.453996499999999 8.4530172 8.4530172 8.440051400000002 8.4509586 8.4495797 8.4471595 8.4442685 8.4437872 8.4416269 8.4403937 8.4388964 8.4373099 8.4356496 8.4346164083627;47.08086369635324 47.0802605 47.0803239 47.0796611 47.078449600000006 47.0765725 47.0766625 47.0759493 47.083668599999996 47.0882654 47.083668599999996 47.1044839 47.1044839 47.0615102 47.0697427 47.0715062 47.0978249 47.079457500000004 47.0908747 47.0964667 47.0913234 47.0904766 47.090564799999996 47.0907334 47.090869299999994 47.0910519 47.091199100000004 47.091314000000004 47.091410499999995 47.0914924 47.0915597 47.0916193 47.09167120000001 47.092448499999996 47.092791600000005 47.0937269 47.0937269 47.0864403 47.0903495 47.0892951 47.089754799999994 47.087501700000004 47.0867928 47.087352200000005 47.0865189 47.0869253 47.087174100000006 47.08610720000001 47.08617838693552
1;1;8.4346164083627 8.4346579 8.4346164083627;47.08617838693552 47.086182 47.08617838693552
1;5;8.4346164083627 8.4439133 8.436242300000002 8.4383065 8.4402258 8.440647 8.440800380026655;47.08617838693552 47.0787338 47.083762 47.0825283 47.0812378 47.0807367 47.08086369635324
5;5;8.440800380026655 8.443197099999999 8.440800380026655;47.08086369635324 47.084369200000005 47.08086369635324
5;5;8.440800380026655 8.4422712 8.440800380026655;47.08086369635324 47.0850505 47.08086369635324
5;5;8.440800380026655 8.4422712 8.440800380026655;47.08086369635324 47.0850505 47.08086369635324
5;5;8.440800380026655 8.443197099999999 8.4382758 8.437109399999999 8.436276600000001 8.436979 8.440800380026655;47.08086369635324 47.084369200000005 47.0824635 47.0839 47.084288799999996 47.0837096 47.08086369635324
5;1;8.440800380026655 8.440208300000002 8.438408500000001 8.436393800000001 8.4353234 8.4350995 8.4346164083627;47.08086369635324 47.0812501 47.0825159 47.0836662 47.084863899999995 47.08496829999999 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;1;8.4346164083627 8.4330831 8.4328578 8.432922099999999 8.4329459 8.4328768 8.4328332 8.4319411 8.4298628 8.4271293 8.424316699999999 8.420671 8.417114300000001 8.4133364 8.4098509 8.4091276 8.409166800000001 8.4090866 8.407745 8.4047439 8.401917800000001 8.3994296 8.3964299 8.3936095 8.390530900000002 8.386455400000001 8.3830727 8.383100099999998 8.382947900000001 8.3811212 8.3784697 8.3757149 8.374343 8.37428 8.373488799999999 8.3707868 8.3673688 8.363609299999998 8.353112 8.3508552 8.3478049 8.3435489 8.3418286 8.3389212 8.3367215 8.308286500000001 8.3110326 8.310520299999999 8.3100202 8.3100253 8.309084299999999 8.3089668 8.307564900000001 8.305998599999999 8.304244500000001 8.3030269 8.3038594 8.3050678 8.3064761 8.307936900000001 8.3096294 8.3103573 8.3105077 8.3105192 8.310399900000002 8.3104363 8.3119729 8.3130033 8.3125546 8.3125988 8.3130095 8.3130276 8.3112121 8.3090679 8.3081574 8.306568400000002 8.3066812 8.307243 8.3070664 8.3063408 8.307878200000001 8.3073385 8.3073398 8.307830000000001 8.3080692 8.3082092 8.3089211 8.3101643 8.310725 8.3104932 8.3100863 8.310727400000001 8.310729499999999 8.3106985 8.310849900000001 8.3108711 8.3108454 8.311125 8.3111537 8.3110552 8.3109405 8.310922900000001 8.3108808 8.3109432 8.311249 8.3107224 8.3101353 8.308973700000001 8.3069496 8.3040204 8.2988212 8.2986572 8.296768400000001 8.2969548 8.301202 8.3072785 8.3033452 8.3259828 8.330228 8.3332189 8.3355005 8.337152 8.337537 8.337465700000001 8.3374544 8.337589 8.3394973 8.342304200000001 8.3444988 8.346925 8.3513331 8.3540439 8.3577841 8.3589374 8.3692978 8.371922 8.3738551 8.3745588 8.3745041 8.3746164 8.3749044 8.3763832 8.3785155 8.3804282 8.382133999999999 8.383373599999999 8.3835261 8.3835021 8.383493099999999 8.383535400000001 8.3835589 8.3835938 8.3836271 8.3872902 8.3903858 8.393578999999999 8.3960555 8.3990326 8.4010944 8.4036194 8.405681699999999 8.407643400000001 8.409311500000001 8.4095171 8.409537199999999 8.409844300000001 8.410324800000001 8.410324800000001 8.410324800000001 8.410324800000001 8.410324800000001 8.410324800000001 8.4329489 8.4329489 8.4329489 8.4329489 8.4324687 8.4328925 8.4328925 8.4331031 8.4331965 8.433150999999999 8.433150999999999 8.4364946 8.4352007 8.433559599999999 8.433405300000002 8.433784 8.4335225 8.4335225 8.433058 8.4335065 8.4338233 8.4337496 8.4339016 8.4342018 8.4339771 8.4342752 8.4344278 8.4346164083627;47.08617838693552 47.0834271 47.0831716 47.0831846 47.083287899999995 47.083326899999996 47.083285499999995 47.081954100000004 47.0790096 47.0764106 47.0742494 47.072316 47.0705294 47.0686732 47.067824 47.06760739999999 47.0676495 47.067630799999996 47.0673533 47.065267600000006 47.0628422 47.0601591 47.057773299999994 47.05528220000001 47.0531474 47.051744299999996 47.0500129 47.050013299999996 47.049948799999996 47.048925 47.0473465 47.0459319 47.04507720000001 47.045225099999996 47.0447361 47.0429995 47.0406981 47.039604499999996 47.040482399999995 47.043011299999996 47.0453439 47.047987 47.052623499999996 47.0537141 47.0540756 47.0471173 47.0479099 47.0501461 47.050053000000005 47.0502685 47.05064960000001 47.05025379999999 47.049476 47.0504351 47.051151000000004 47.0507109 47.0515776 47.0523678 47.0532694 47.0540394 47.0549574 47.056101700000006 47.056850700000005 47.0579615 47.0577696 47.0566565 47.0555374 47.054761799999994 47.0543954 47.0545217 47.054315100000004 47.054292100000005 47.0542206 47.053489299999995 47.0528498 47.0524326 47.0530162 47.052964 47.0522248 47.0507525 47.051538799999996 47.0502294 47.0502181 47.049546 47.0497822 47.0501641 47.049933200000005 47.050075799999995 47.04915 47.0491395 47.0490004 47.0494051 47.0493643 47.0493809 47.04945120000001 47.04950770000001 47.0494908 47.049336100000005 47.0493354 47.0494524 47.049535799999994 47.0495326 47.0495328 47.049447 47.0480365 47.046248600000006 47.0448867 47.0437638 47.043075099999996 47.0430049 47.04516160000001 47.049004700000005 47.050649299999996 47.0535979 47.055494200000005 47.055901299999995 47.0554088 47.0557711 47.0550937 47.05478179999999 47.0544481 47.053957200000006 47.0538588 47.05399620000001 47.0541076 47.0541407 47.0538795 47.0526735 47.048727299999996 47.044166600000004 47.0423515 47.0398217 47.0384882 47.038813299999994 47.0420929 47.0438343 47.0449167 47.0452895 47.045201899999995 47.045338 47.0454508 47.046261 47.047555100000004 47.048567 47.0494444 47.0502874 47.0502974 47.0502396 47.0502721 47.0503312 47.050306299999995 47.050323999999996 47.050271200000005 47.052068 47.0531951 47.0550299 47.0577354 47.059659 47.062268599999996 47.0643492 47.066064700000005 47.0673501 47.067658200000004 47.0677176 47.067722499999995 47.06767670000001 47.0677917 47.0677917 47.0677917 47.0677917 47.0677917 47.0677917 47.0790004 47.0790004 47.0790004 47.0790004 47.08118029999999 47.08330479999999 47.08330479999999 47.083405299999995 47.0835205 47.0833334 47.0833334 47.0857933 47.0831569 47.084318100000004 47.084328 47.0842778 47.08430429999999 47.08430429999999 47.0844941 47.084885799999995 47.0854213 47.0855652 47.085691600000004 47.0857769 47.0858719 47.0860306 47.0861501 47.08617838693552
1;1;8.4346164083627 8.434254300000001 8.434116 8.433990099999999 8.4341659 8.434362400000001 8.434377699999999 8.4347399 8.4350346 8.4350837 8.4349728 8.437804199999999 8.4392975 8.4391209 8.438954800000001 8.4377615 8.434776600000001 8.434776600000001 8.4350995 8.440051400000002 8.434553999999999 8.4346164083627;47.08617838693552 47.0858536 47.0856868 47.0854911 47.085309 47.0851213 47.0848912 47.0848262 47.0846727 47.0846067 47.0823625 47.0814515 47.0814864 47.0810264 47.0810709 47.081565999999995 47.0823494 47.0823494 47.08496829999999 47.0864403 47.086170200000005 47.08617838693552
1;1;8.4346164083627 8.4346388 8.4346164083627;47.08617838693552 47.0861454 47.08617838693552
1;5;8.4346164083627 8.434773 8.436372800000001 8.4383554 8.440800380026655;47.08617838693552 47.0845695 47.083701299999994 47.0824391 47.08086369635324
5;5;8.440800380026655 8.4422712 8.4381121 8.4422712 8.4422712 8.440800380026655;47.08086369635324 47.0850505 47.0773933 47.0850505 47.0850505 47.08086369635324
5;5;8.440800380026655 8.4422712 8.4426617 8.4422712 8.440800380026655;47.08086369635324 47.0850505 47.082570700000005 47.0850505 47.08086369635324
5;5;8.440800380026655 8.4422712 8.4422712 8.4406929 8.4403599 8.4426617 8.440800380026655;47.08086369635324 47.0850505 47.0850505 47.080735700000005 47.0808092 47.082570700000005 47.08086369635324
5;1;8.440800380026655 8.4394567 8.4374944 8.4355485 8.4355485 8.4346723 8.4346164083627;47.08086369635324 47.081964899999996 47.082915299999996 47.084466600000006 47.084466600000006 47.0861973 47.08617838693552
1;5;8.4346164083627 8.434548300000001 8.4344716 8.4354382 8.4368996 8.4383923 8.4401555 8.440800380026655;47.08617838693552 47.08608710000001 47.0860992 47.084326700000005 47.0833917 47.0824644 47.0812319 47.08086369635324
5;5;8.440800380026655 8.4379565 8.437650300000001 8.440892800000002 8.440698300000001 8.4406929 8.440800380026655;47.08086369635324 47.074341700000005 47.07559620000001 47.0793902 47.08021110000001 47.080735700000005 47.08086369635324
5;5;8.440800380026655 8.4406929 8.4417472 8.440800380026655;47.08086369635324 47.080735700000005 47.0820257 47.08086369635324
5;1;8.440800380026655 8.4402756 8.4399997 8.4397242 8.4395551 8.439404699999999 8.439115199999998 8.4388149 8.4385977 8.4383444 8.4380193 8.437749 8.437477000000001 8.4372045 8.436935 8.4367082 8.4364457 8.4362061 8.4359605 8.4357004 8.4350995 8.4343134 8.4345664 8.43458 8.4346064 8.434606 8.4346164083627;47.08086369635324 47.0811339 47.0814599 47.081561 47.0817055 47.08197929999999 47.08216420000001 47.082407700000005 47.0825314 47.0825966 47.082659899999996 47.0827811 47.0829282 47.0830804 47.0832031 47.0833549 47.08340820000001 47.0836566 47.083838 47.0839657 47.08496829999999 47.086265399999995 47.0861696 47.086175 47.0861796 47.0861807 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;1;8.4346164083627 8.4380326 8.4346164083627;47.08617838693552 47.0859769 47.08617838693552
1;9;8.4346164083627 8.435478199999999 8.4493341 8.451039 8.4529516 8.6282362 8.6121266 8.6128705 8.612618300000001 8.627586599999999 8.6333659 8.5981781 8.5923359 8.5857629 8.5963115 8.5958478 8.5922197 8.5767993 8.5020933 8.5029605 8.5033739 8.2079003 8.2030492 8.1686475 8.1655987 8.137687 8.1268992 8.0211618 8.010410499999999 7.9805671 7.9648363 7.8824667 7.874859799999999 7.874859799999999 7.8699973 7.858492299999999 7.8137208 7.780127900000001 7.7767759000000005 7.776354700000001 7.7748235 7.7748523 7.774787400000001 7.7747570999999995 7.7747725999999995 7.774775599999999 7.774798599999999 7.7748209 7.774831699999999 7.774822299999999 7.7747739000000005 7.7748034 7.7748650999999995 7.7748024000000004 7.774909299999999 7.7747902 7.7747898 7.775381299999999 7.7758303 7.7748077 7.774141800000001 7.774141800000001 7.774729700000001 7.7719012 7.771656599999999 7.771253 7.770780499999999 7.770077900000001 7.7693732 7.769062400000001 7.7690234 7.7694472999999995 7.7696635999999994 7.7698232 7.7666894 7.7665622 7.766473599999999 7.7664543 7.7666146 7.7666241 7.7665608 7.766530199999999 7.7665850999999995 7.7665735 7.7660659 7.764705 7.7634191999999995 7.7641852 7.7641852 7.7641852 7.7592949 7.7572233 7.756017900000001 7.7564925 7.757722200000001 7.758592500000001 7.7584826 7.774729400000001 7.7747201 7.7482899000000005 7.7482866999999995 7.7483159 7.7481819000000005 7.7479727 7.747822200000001 7.7477752 7.7481448 7.7475622 7.7485046 7.7493079 7.7509765 7.7511303 7.751124400000001 7.751210700000001 7.7512509000000005 7.7513667 7.751418400000001 7.7514265 7.7515041 7.751469 7.751618623731115;47.08617838693552 47.084934999999994 47.0973967 47.102497 47.1044839 47.0310124 46.9829661 46.930001399999995 46.928113 46.8965391 46.853581899999995 46.6997781 46.6780232 46.658763799999996 46.6342682 46.6350875 46.635796299999996 46.625418200000006 46.598078 46.5986107 46.597783299999996 46.448106700000004 46.443968299999995 46.4202758 46.4188205 46.4019146 46.394625899999994 46.3390383 46.326946899999996 46.3173714 46.3076319 46.275250899999996 46.2359935 46.2359935 46.23386370000001 46.227760100000005 46.18482720000001 46.093633399999995 46.07010820000001 46.068695 46.06811879999999 46.068099700000005 46.0681287 46.0680585 46.0680374 46.068048100000006 46.068054700000005 46.0679886 46.0677141 46.0676702 46.067662 46.0677064 46.0677101 46.0676594 46.0676332 46.0675766 46.067298 46.065948299999995 46.064761299999994 46.063084100000005 46.062239 46.062239 46.067652 46.054135200000005 46.0538627 46.0536428 46.0532898 46.0525701 46.0505153 46.049552 46.0493963 46.050639700000005 46.0512873 46.0517701 46.04513970000001 46.044775099999995 46.0448097 46.04476470000001 46.0447496 46.044748299999995 46.0447704 46.044771999999995 46.0448217 46.0448508 46.044695700000005 46.043711200000004 46.042255100000006 46.043029600000004 46.043029600000004 46.043029600000004 46.035781799999995 46.03481420000001 46.0342343 46.0344831 46.0350901 46.035515999999994 46.0354517 46.0676594 46.0676613 46.0251379 46.025112299999996 46.0250916 46.0249151 46.024652200000006 46.0244305 46.0241612 46.0238 46.0229057 46.0217485 46.020957 46.019535499999996 46.0195512 46.0195317 46.019460200000005 46.0193119 46.0191735 46.0190649 46.018888200000006 46.018780299999996 46.0186245 46.01863980603893
9;9;7.751618623731115 7.751312400000001 7.749198900000001 7.7480882 7.7481056 7.751052199999999 7.751618623731115;46.01863980603893 46.0200917 46.020689399999995 46.0217763 46.0218083 46.019264899999996 46.01863980603893
9;9;7.751618623731115 7.7506656000000005 7.7493297000000005 7.750886 7.7506842 7.751618623731115;46.01863980603893 46.019095799999995 46.0181896 46.0193248 46.0191371 46.01863980603893
9;9;7.751618623731115 7.751618623731115;46.01863980603893 46.01863980603893
