origin;destination;waypointsLong;waypointsLat
1;1;8.4346164083627 8.434568800000001 8.4398617 8.4363075 8.437809 8.4415504 8.4398617 8.457981599999998 8.4599037 8.464677499999999 8.4692011 8.4746379 8.479530699999998 8.4841921 8.4890249 8.4938732 8.499269900000002 8.504752900000002 8.5082186 8.510987199999999 8.51333 8.5169538 8.5219278 8.527149900000001 8.532116499999999 8.5369756 8.5421276 8.5444063 8.5495899 8.5551419 8.561199 8.565803599999999 8.572381300000002 8.576960099999999 8.583254400000001 8.589181 8.600230300000002 8.6050317 8.610756199999999 8.6160188 8.620241 8.622613000000001 8.6241894 8.627590300000001 8.6296528 8.6283157 8.6266067 8.626045 8.6248817 8.620473599999999 8.622687599999999 8.621395699999999 8.6182043 8.6200544 8.615032300000001 8.6118538 8.6120073 8.612466 8.611914800000001 8.611477800000001 8.6111606 8.6143662 8.6132905 8.6139395 8.6144073 8.615949699999998 8.6166662 8.619532300000001 8.620937300000001 8.6213842 8.6219042 8.6222334 8.621082199999998 8.6198687 8.6172588 8.616282199999999 8.614657800000002 8.6144479 8.613304 8.612533500000001 8.6138546 8.6228148 8.623668400000001 8.6283886 8.626972 8.626822599999999 8.6271227 8.6278395 8.6296014 8.631558199999999 8.6336284 8.635543400000001 8.637382800000001 8.6393515 8.6410269 8.642094 8.643143199999999 8.6440472 8.6459343 8.645780300000002 8.645624699999999 8.645409599999999 8.6450886 8.6450948 8.6452712 8.6452343 8.6459343 8.6437917 8.6268019 8.6270226 8.5934433 8.6259004 8.448830699999998 8.4346164083627;47.08617838693552 47.0861655 47.087067 47.0857592 47.0858091 47.0872643 47.087067 47.0981406 47.094321799999996 47.091187700000006 47.087906200000006 47.0854945 47.0828445 47.079798 47.0771439 47.074184 47.0717527 47.069447499999995 47.0661732 47.0623753 47.0587678 47.0553292 47.053664500000004 47.0519917 47.05079979999999 47.04993270000001 47.0481939 47.0449956 47.042763 47.044309999999996 47.0460786 47.04898060000001 47.0495205 47.0464355 47.0462179 47.0480206 47.044276700000005 47.0419521 47.0400686 47.038238899999996 47.0361326 47.0335348 47.0304893 47.0281415 47.0252839 47.0221424 47.0190792 47.0156894 47.0122383 47.0060345 47.000559499999994 46.9977364 46.9953357 46.9966997 46.9925344 46.9879247 46.9857031 46.983371999999996 46.9810031 46.9760316 46.97353029999999 46.9688497 46.9662446 46.9641994 46.9619418 46.958985 46.956670200000005 46.9554049 46.9534027 46.9516759 46.950201799999995 46.949099100000005 46.9468469 46.9424576 46.938745000000004 46.9372389 46.935801899999994 46.9335526 46.9302035 46.9282186 46.9248804 46.9202299 46.918051299999995 46.915593900000005 46.8953943 46.8946869 46.893221600000004 46.8916814 46.8897995 46.888332 46.886795500000005 46.885411299999994 46.883922399999996 46.8830867 46.8827086 46.882614700000005 46.8820222 46.881905200000006 46.881316399999996 46.8813534 46.8812759 46.8812168 46.8811209 46.88117929999999 46.88123289999999 46.8811128 46.881316399999996 46.881853899999996 46.895767299999996 46.8951042 46.8996075 47.031057000000004 47.093470700000005 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;5;8.4346164083627 8.4339062 8.4343525 8.4343102 8.434591900000001 8.4349103 8.4350453 8.4352311 8.4354183 8.435468199999999 8.4354239 8.4377651 8.4376563 8.4396022 8.4406923 8.4387574 8.440800380026655;47.08617838693552 47.085271399999996 47.0851396 47.084968700000005 47.0848396 47.0847276 47.0845589 47.084345299999995 47.0841458 47.083966600000004 47.0823186 47.0813766 47.081485799999996 47.080413799999995 47.0806657 47.087148799999994 47.08086369635324
5;1;8.440800380026655 8.4362965 8.4339062 8.4346164083627;47.08086369635324 47.083709899999995 47.085271399999996 47.08617838693552
1;1;8.4346164083627 8.4339062 8.436383900000001 8.4387574 8.4387574 8.4346164083627;47.08617838693552 47.085271399999996 47.0842914 47.087148799999994 47.087148799999994 47.08617838693552
1;2;8.4346164083627 8.4398617 8.4387574 8.438233199999999 8.4548758 8.446651 8.4387574 8.4975463 8.4990558 8.4986652 8.4986934 8.498514877548391;47.08617838693552 47.087067 47.087148799999994 47.086180299999995 47.1024426 47.1249603 47.087148799999994 47.4257194 47.4213058 47.42100670000001 47.420968 47.42089818119723
2;2;8.498514877548391 8.498514877548391;47.42089818119723 47.42089818119723
2;6;8.498514877548391 8.501120199999999 8.501540499999999 8.501648300000001 8.501819300000001 8.5020889 8.502146 8.502574800000001 8.5028422 8.5037972 8.505145599999999 8.5060489 8.5059916 8.5062942 8.5065894 8.506548 8.506521000000001 8.5067354 8.5070365 8.5071466 8.507327199999999 8.5075818 8.5078525 8.508092999999999 8.5082917 8.508375 8.5084634 8.5084698 8.508469 8.5084224 8.5084103 8.508531 8.508560000000001 8.508498300000001 8.5085055 8.508544500000001 8.508531300000001 8.5085233 8.5085257 8.5085347 8.5085555 8.507568800000001 8.5085069 8.5085169 8.5084664 8.508508599999999 8.508530499999999 8.508557000000001 8.5086624 8.5113351 8.5156808 8.522105499999999 8.529020800000001 8.5348869 8.5384904 8.5416437 8.545233999999999 8.543258 8.5432846 8.5435624 8.5453034 8.5471093 8.5486656 8.5500051 8.550215800000002 8.5491414 8.5478224 8.546115400000001 8.544520599999998 8.544610800000001 8.5449129 8.545113 8.5453755 8.5452757 8.544842800000001 8.544813699999999 8.5448215 8.5466676 8.5486804 8.5503887 8.5514426 8.5526506 8.553840199999998 8.554938 8.555909199999999 8.5576992 8.5596733 8.5620238 8.563994000000001 8.5628335 8.558469800000001 8.5638291 8.5638291 8.5624206 8.5623462 8.5607927 8.5626418 8.5616329 8.5616136 8.5615577 8.560996699999999 8.5607992 8.5610202 8.560789 8.5608541 8.560870300000001 8.5608544 8.5608044 8.561202900000001 8.559823699999999 8.559036599999999 8.5583415 8.5585737 8.557998 8.5574576 8.5417907 -8.6717911 -8.6722931 -8.672270900000001 -8.672097500000001 -8.671912800000001 -8.6719102 -8.6720875 -8.6721912 -8.6721996 -8.672332800000001 -8.672200300000002 -8.8724742 -8.9637899 -9.039116 -9.0546426 -9.068517300000002 -9.1990663 -9.1306734 -9.128964199999999 -9.128148199999998 -9.107400199999999 -9.107400199999999 -9.107400199999999 -9.1032513 -9.103597 -9.134924680946682;47.42089818119723 47.4209291 47.4208141 47.4208013 47.42072279999999 47.4206731 47.420669700000005 47.42059879999999 47.4205263 47.4200224 47.4195489 47.4192181 47.4192431 47.41913710000001 47.419373900000004 47.419648200000005 47.419977100000004 47.4201031 47.420345399999995 47.4205921 47.4208469 47.421011299999996 47.421062299999996 47.421070799999995 47.421029600000004 47.421000899999996 47.420980799999995 47.420981700000006 47.420980799999995 47.4210148 47.421046000000004 47.421045299999996 47.420989 47.42099520000001 47.4209812 47.4209836 47.4210177 47.4210084 47.4210082 47.4209969 47.4210031 47.4213484 47.4210223 47.4210219 47.4210388 47.4209843 47.4209074 47.4208868 47.42089179999999 47.4200564 47.4184276 47.416880600000006 47.4165656 47.4171427 47.418149299999996 47.418372399999996 47.418654700000005 47.4187018 47.4184971 47.418433799999995 47.418512400000004 47.418749600000005 47.4188109 47.4182723 47.4170559 47.415775599999996 47.414257899999996 47.4126139 47.4121291 47.412116999999995 47.412219 47.4121096 47.4122271 47.412401200000005 47.412507299999994 47.41247 47.412501299999995 47.4133188 47.415208500000006 47.4173334 47.4191315 47.4202156 47.4210093 47.4218743 47.4230499 47.42506160000001 47.42720070000001 47.4295651 47.432057799999995 47.4354375 47.4400447 47.434780700000005 47.434780700000005 47.4501872 47.4502207 47.4375252 47.4500276 47.4503602 47.451587700000005 47.4523184 47.452524200000006 47.45359570000001 47.4530406 47.4516702 47.4512392 47.4524801 47.45243789999999 47.4523564 47.45329470000001 47.4536059 47.453748100000006 47.4537154 47.453858700000005 47.4539482 47.4541751 47.457724 41.2359871 41.236568299999995 41.236284399999995 41.236209 41.236271200000004 41.2362811 41.2362301 41.2361701 41.2360299 41.235658799999996 41.2355317 39.274384600000005 39.1795011 39.1006254 39.084036499999996 39.066006099999996 38.8633536 38.769357299999996 38.7696123 38.7698912 38.7718414 38.7718414 38.7718414 38.7685972 38.7679213 38.72277027477947
6;6;-9.134924680946682 -9.133006800000002 -9.130915 -9.134719500000001 -9.129185699999999 -9.1295316 -9.129344300000001 -9.1292069 -9.1291564 -9.1290817 -9.129043600000001 -9.128912699999999 -9.1287916 -9.1287262 -9.128674199999999 -9.128481800000001 -9.128407000000001 -9.1361629 -9.138524199999999 -9.139216000000001 -9.1378324 -9.1371406 -9.1371406 -9.133336 -9.1354112 -9.1354112 -9.134719500000001 -9.134373599999998 -9.133681900000001 -9.134373599999998 -9.1354112 -9.133681900000001 -9.1367947 -9.1367947 -9.134373599999998 -9.1354112 -9.1371406 -9.134719500000001 -9.139907699999998 -9.134373599999998 -9.133681900000001 -9.134924680946682;38.72277027477947 38.7225205 38.724888799999995 38.725564299999995 38.7214533 38.7191535 38.716499600000006 38.7162988 38.716139899999995 38.7159282 38.71576829999999 38.7155666 38.715386200000005 38.7153496 38.7150688 38.714933 38.714940399999996 38.7106146 38.7135777 38.7135234 38.715255400000004 38.7166085 38.7166085 38.715933 38.718692299999994 38.718692299999994 38.725564299999995 38.723643599999996 38.7230485 38.723643599999996 38.7212896 38.7230485 38.7231289 38.7231289 38.723643599999996 38.718692299999994 38.719855200000005 38.7180972 38.7219105 38.723643599999996 38.7230485 38.72277027477947
6;6;-9.134924680946682 -9.134875099999999 -9.134924680946682;38.72277027477947 38.7227924 38.72277027477947
6;7;-9.134924680946682 -9.1353806 -9.1354625 -9.1354625 -9.136103 -9.136103 -9.1367947 -9.1367947 -9.1378324 -9.137486500000001 -9.138524199999999 -9.1354112 -9.140119699999998 -9.1440586 -9.1440586 -9.1440586 -9.1419831 -9.1409454 -9.140326199999999 -9.1444045 -9.1419831 -9.1388701 -9.1409454 -9.1407534 -9.1388701 -9.1409454 -9.1388701 -9.1409454 -9.1388701 -9.1409454 -9.1409454 -9.1409454 -9.1388701 -9.140617800000001 -9.140617800000001 -9.1406532 -9.1409454 -9.1409454 -9.1388701 -9.1409454 -9.141637199999998 -9.141637199999998 -9.1412913 -9.1450963 -9.140599499999999 -9.14404196313983;38.72277027477947 38.7221642 38.7216713 38.7216713 38.718638 38.718638 38.715661600000004 38.715661600000004 38.715255400000004 38.7100874 38.7122789 38.718692299999994 38.7187354 38.717039299999996 38.717039299999996 38.717039299999996 38.715903600000004 38.712413500000004 38.7181309 38.7186355 38.715903600000004 38.7122517 38.712413500000004 38.7119432 38.7122517 38.712413500000004 38.7122517 38.712413500000004 38.7122517 38.712413500000004 38.712413500000004 38.712413500000004 38.7122517 38.7117983 38.7117983 38.7118547 38.712413500000004 38.712413500000004 38.7122517 38.712413500000004 38.7094368 38.7094368 38.7071909 38.7065674 38.7072453 38.70698551103604
7;6;-9.14404196313983 -9.1454422 -9.1979675 -9.1980619 -9.1983063 -9.1985653 -9.198694099999999 -9.1987832 -9.1988 -9.198755300000002 -9.2020691 -9.1835952 -9.179837800000001 -9.1768725 -9.1751627 -9.1741396 -9.173718899999999 -9.146313000000001 -9.145908 -9.145843699999999 -9.1458024 -9.145741099999999 -9.145503199999999 -9.145219099999998 -9.1450377 -9.1454422 -9.1437127 -9.1412913 -9.140599499999999 -9.139907699999998 -9.137486500000001 -9.1364489 -9.1339944 -9.1350654 -9.131952499999999 -9.1298774 -9.1295316 -9.1295316 -9.131606699999999 -9.1304201 -9.1304201 -9.1304201 -9.131606699999999 -9.133336 -9.133336 -9.133681900000001 -9.134373599999998 -9.1367947 -9.1367947 -9.1354112 -9.134924680946682;38.70698551103604 38.7065402 38.696222799999994 38.6961047 38.696107399999995 38.696045399999996 38.6960219 38.696016799999995 38.6957846 38.695594 38.6968854 38.69811729999999 38.6994754 38.700971200000005 38.70183529999999 38.7022995 38.7025885 38.7073628 38.7073074 38.7073364 38.7072706 38.707255100000005 38.7074797 38.7074201 38.7073896 38.7068649 38.7066761 38.7071909 38.7072453 38.70827379999999 38.7091133 38.7101688 38.7091354 38.710926799999996 38.7105216 38.711983200000006 38.714608 38.7139586 38.71444520000001 38.7127239 38.7127239 38.7127239 38.71444520000001 38.715933 38.715933 38.7162305 38.71650089999999 38.715661600000004 38.719882299999995 38.721614200000005 38.72277027477947
6;6;-9.134924680946682 -9.134924680946682;38.72277027477947 38.72277027477947
6;6;-9.134924680946682 -9.134924680946682;38.72277027477947 38.72277027477947
6;6;-9.134924680946682 -9.134924680946682;38.72277027477947 38.72277027477947
6;8;-9.134924680946682 -9.387177699999999 -9.3960786 -9.3962407 -9.3963906 -9.3965478 -9.3966779 -9.3967015 -9.3967516 -9.3968773 -9.3969385 -9.397155900000001 -9.3967545 -9.395659 -9.3972268 -9.3973323 -9.3953805 -9.3964757 -9.387949699999998 -9.3941951 -9.387949699999998 -9.3941951 -9.387949699999998 -9.3900314 -9.397317999999999 -9.3941951 -9.4223056 -9.4223056 -9.3692162 -9.397317999999999 -9.4223056 -9.3924728 -9.3911537 -9.390391900000001 -9.3902918 -9.4223056 -9.394956800000001 -9.4223056 -9.397317999999999 -9.4223056 -9.3785824 -9.3810108 -9.3810108 -9.3785824 -9.3785824 -9.3837863 -9.3785824 -9.387949699999998 -9.3859239 -9.3860587 -9.3862577 -9.3863757 -9.3865654 -9.3868308 -9.3870426 -9.3872459 -9.3874859 -9.3876856 -9.387851600000001 -9.387969400000001 -9.388052199999999 -9.3881336 -9.3882991 -9.3882661 -9.3882314 -9.387949699999998 -9.387949699999998 -9.3837863 -9.387949699999998 -9.3862149 -9.408769699999999 -9.3869088 -9.385520300000001 -9.3857006 -9.3785824 -9.354301800000002 -9.3857006 -9.3310686 -9.2222122 -9.1412913 -9.1412913 -9.139561800000001 -9.142329 -9.142329 -9.1409454 -9.1419831 -9.14389824;38.72277027477947 38.7965789 38.7950676 38.795116799999995 38.795084700000004 38.7951998 38.7952621 38.7951435 38.7950425 38.7949778 38.7948908 38.794917100000006 38.7947963 38.7941004 38.7944805 38.7945383 38.7953956 38.7961723 38.7975301 38.7947567 38.7975301 38.7947567 38.7975301 38.8138904 38.8029314 38.7947567 38.843675 38.843675 38.806171500000005 38.8029314 38.843675 38.785461100000006 38.7860308 38.7873747 38.78756920000001 38.843675 38.7856659 38.843675 38.8029314 38.843675 38.8012031 38.791931299999995 38.791931299999995 38.8012031 38.8012031 38.800783200000005 38.8012031 38.7975301 38.7966867 38.79677 38.7968213 38.7968775 38.7969864 38.7970654 38.7971592 38.7972036 38.7972495 38.7973146 38.7974036 38.7975656 38.7977235 38.797859 38.7981968 38.7983535 38.7985496 38.7975301 38.7975301 38.7994868 38.7975301 38.799614899999995 38.7994125 38.7982624 38.7997714 38.7992924 38.8012031 38.7999176 38.7992924 38.793031799999994 38.7509948 38.7159579 38.7159579 38.7095998 38.7106813 38.7103566 38.71079 38.7107085 38.71089283880952
8;8;-9.14389824 -9.1409454 -9.14389824;38.71089283880952 38.71079 38.71089283880952
8;7;-9.14389824 -9.141637199999998 -9.1412913 -9.1450963 -9.1412913 -9.14404196313983;38.71089283880952 38.7094368 38.7071909 38.7065674 38.7075157 38.70698551103604
7;7;-9.14404196313983 -9.1437127 -9.1444045 -9.1440586 -9.14404196313983;38.70698551103604 38.7066761 38.7066217 38.706973600000005 38.70698551103604
7;7;-9.14404196313983 -9.1450963 -9.14404196313983;38.70698551103604 38.706892100000005 38.70698551103604
7;7;-9.14404196313983 -9.14404196313983;38.70698551103604 38.70698551103604
7;7;-9.14404196313983 -9.14404196313983;38.70698551103604 38.70698551103604
7;7;-9.14404196313983 -9.1444045 -9.14404196313983;38.70698551103604 38.7066217 38.70698551103604
7;6;-9.14404196313983 -9.1427245 -9.141150099999999 -9.141150099999999 -9.1440586 -9.1440586 -9.137486500000001 -9.1388701 -9.139216000000001 -9.1367947 -9.1378324 -9.1367947 -9.1367947 -9.136103 -9.1371406 -9.133681900000001 -9.134924680946682;38.70698551103604 38.7072652 38.7077284 38.7077284 38.7108702 38.7108702 38.7100874 38.7132258 38.7131987 38.715661600000004 38.715255400000004 38.717934299999996 38.718908299999995 38.719612 38.7166085 38.7230485 38.72277027477947
