1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Pestalozziweg 19,Georg-Kempf-Strasse 3,ETH - Hönggerberg,Acht Grad Ost AG,Haldenweg 14,Bar Sonia,My Kebap Pizza & Kebap,Lechstraße 40,Geistenstraße 13,Hotel Ambiance,Sunnegga,,Felsenrainstrasse 1,Migros Supermarkt,Dr. med. dent. Aisha Karen Grossmann-Shaikh,ETH Zürich,The Three Corners Lifestyle Hotel,Lidl Schweiz
