origin;destination;waypointsLong;waypointsLat
4;4;8.704048716666668 8.7037002 8.7029977 8.704048716666668;47.34692083333332 47.3462014 47.3470034 47.34692083333332
4;2;8.704048716666668 8.7118372 8.5990044 8.5466233 8.54249342808642;47.34692083333332 47.3568633 47.407462200000005 47.4000222 47.38171017129629
2;2;8.54249342808642 8.541995199999999 8.540042399999999 8.5406894 8.5413478 8.541743400000001 8.54249342808642;47.38171017129629 47.3808759 47.377048200000004 47.37708129999999 47.3790665 47.3811419 47.38171017129629
2;5;8.54249342808642 8.5440421 8.543608800000001 8.540951199999999 8.5500747 8.5649041 8.5762951 8.5993176 8.590694000000001 8.581909699999999 8.572663 8.569823 8.559814999999999 8.558888 8.5566301 8.5575736 8.556483138888888;47.38171017129629 47.3799728 47.3786378 47.3826074 47.4008637 47.4064134 47.4109244 47.4050605 47.40595089999999 47.408251899999996 47.41056629999999 47.4105537 47.410854799999996 47.4084935 47.4074297 47.4067388 47.40722186111111
5;5;8.556483138888888 8.556483138888888;47.40722186111111 47.40722186111111
5;5;8.556483138888888 8.556194 8.556531300000001 8.556483138888888;47.40722186111111 47.4065369 47.408186799999996 47.40722186111111
5;2;8.556483138888888 8.555774900000001 8.556758300000002 8.547812400000002 8.5452446 8.5432916 8.541514 8.5410763 8.5427305 8.54249342808642;47.40722186111111 47.405951200000004 47.4042828 47.400076899999995 47.3955218 47.392208000000004 47.3892544 47.387505499999996 47.3835283 47.38171017129629
2;1;8.54249342808642 8.5430555 8.5401635 8.5394875 8.5335546 8.5344574 8.5300397 8.520252099999999 8.5085166 8.498921160491735;47.38171017129629 47.384448799999994 47.3892763 47.3936135 47.3974071 47.403743799999994 47.4081719 47.413834200000004 47.4182446 47.42123444470936
1;6;8.498921160491735 8.506071400000002 8.513076199999999 8.529314900000001 8.5335743 8.5337526 8.536306300000001 8.5418424 8.5425826 8.5438089 8.5422933 8.5618768 8.579437599999999 8.59903595;47.42123444470936 47.419197499999996 47.4157196 47.4088195 47.4046039 47.400299200000006 47.3950941 47.3862643 47.3819321 47.3814766 47.398823 47.404104 47.4055322 47.40831405
6;6;8.59903595 8.5985646 8.59903595;47.40831405 47.4075023 47.40831405
6;2;8.59903595 8.5915873 8.5836311 8.571794800000001 8.5565752 8.5450787 8.542149199999999 8.5430052 8.54249342808642;47.40831405 47.405654 47.4066752 47.40384 47.4040637 47.3946352 47.385893100000004 47.384580799999995 47.38171017129629
2;7;8.54249342808642 8.5407492 8.540892199999998 8.5475563 8.5441545 8.5397577 8.542511398392858;47.38171017129629 47.3883902 47.3968024 47.4031884 47.4095495 47.4093459 47.41067544482143
7;7;8.542511398392858 8.542793099999999 8.542511398392858;47.41067544482143 47.41090689999999 47.41067544482143
7;7;8.542511398392858 8.5452511 8.543944699999999 8.542511398392858;47.41067544482143 47.4114645 47.4112114 47.41067544482143
7;7;8.542511398392858 8.5411091 8.5399802 8.5419562 8.542564500000001 8.542511398392858;47.41067544482143 47.409986700000005 47.409262 47.410366700000004 47.4107523 47.41067544482143
7;2;8.542511398392858 8.5398696 8.535427499999999 8.5339531 8.54249342808642;47.41067544482143 47.4094968 47.4025634 47.3969095 47.38171017129629
2;1;8.54249342808642 8.542701699999999 8.5421337 8.538567800000001 8.5359021 8.5337151 8.5342164 8.5203162 8.5167201 8.5080385 8.498921160491735;47.38171017129629 47.383225200000005 47.38586420000001 47.3917505 47.395298 47.4001862 47.403997600000004 47.41383629999999 47.4147489 47.418507299999995 47.42123444470936
1;1;8.498921160491735 8.501317 8.498921160491735;47.42123444470936 47.42131 47.42123444470936
1;1;8.498921160491735 8.4985134 8.498921160491735;47.42123444470936 47.4209198 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;1;8.498921160491735 8.4993939 8.515519900000001 8.532494 8.5422844 8.5429021 8.5439039 8.5429638 8.5381852 8.5240571 8.517304800000002 8.509291699999999 8.498921160491735;47.42123444470936 47.421665999999995 47.4159591 47.410987299999995 47.411818100000005 47.410707 47.4112476 47.411842799999995 47.410425700000005 47.413447600000005 47.4151828 47.4187968 47.42123444470936
1;1;8.498921160491735 8.5009998 8.493994099999998 8.418948 8.4296075 8.7100314 8.7016883 8.687105099999998 8.6585646 8.5541936 8.4205462 8.498921160491735;47.42123444470936 47.420933500000004 47.425705 47.395776700000006 47.34595770000001 47.206038299999996 47.205180799999994 47.2063735 47.22196829999999 47.287110399999996 47.371595500000005 47.42123444470936
1;1;8.498921160491735 8.498527099999999 8.498547300000002 8.498921160491735;47.42123444470936 47.4209472 47.4209605 47.42123444470936
1;1;8.498921160491735 8.4971978 8.4978663 8.4946073 8.493056900000001 8.498171800000001 8.498921160491735;47.42123444470936 47.4238539 47.427092 47.430991999999996 47.4278955 47.4254095 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;8;8.498921160491735 8.4296225 8.6359611 8.666705 8.668489 8.668347192333332;47.42123444470936 47.412223499999996 47.23480429999999 47.223355100000006 47.223410200000004 47.22347574300001
8;2;8.668347192333332 8.6530483 8.604091699999998 8.5056893 8.5158366 8.529464599999999 8.535049699999998 8.5326608 8.537378 8.540659699999999 8.54249342808642;47.22347574300001 47.234367999999996 47.2438833 47.4192324 47.4149551 47.4086186 47.4027131 47.397808399999995 47.393457399999996 47.3876595 47.38171017129629
2;9;8.54249342808642 8.544173599999999 8.5362239 8.5293877 8.530963400000001 8.5822962 8.618917699999999 8.6591664 8.664415949999999;47.38171017129629 47.3777975 47.376057 47.369164899999994 47.326744399999995 47.2583784 47.2336516 47.220772499999995 47.213926150000006
9;2;8.664415949999999 8.628846800000002 8.6320596 8.6322937 8.634786 8.634229300000001 8.635079800000002 8.645473800000001 8.6514635 8.6521897 8.651753300000001 8.6584073 8.649669699999999 8.662899900000001 8.6626605 8.669286900000001 8.671473599999999 8.6708232 8.664455 8.6748213 8.676874 8.6813734 8.6814857 8.6815795 8.6860495 8.645045199999998 8.6326934 8.6599007 8.6625175 8.672329300000001 8.6854041 8.6867105 8.5375885 8.5234648 8.5448539 8.5438085 8.54249342808642;47.213926150000006 47.2301788 47.2300434 47.229893100000005 47.232253 47.231335200000004 47.2305779 47.2291405 47.2278821 47.2266079 47.227166100000005 47.2223018 47.2265284 47.2203802 47.2197993 47.2152182 47.2131561 47.2137537 47.218069 47.2084315 47.2068948 47.2041719 47.2037336 47.2034896 47.2018816 47.2377151 47.23011760000001 47.220827 47.219157700000004 47.2113258 47.2033365 47.2036933 47.3168507 47.349273499999995 47.366366299999996 47.3816081 47.38171017129629
2;1;8.54249342808642 8.5421216 8.5424643 8.5394636 8.5360295 8.5351576 8.5308181 8.5199656 8.5080625 8.507566800000001 8.5019909 8.498921160491735;47.38171017129629 47.3827151 47.3852832 47.3910033 47.395017200000005 47.4019302 47.4073006 47.41399129999999 47.4204566 47.4196433 47.420868799999994 47.42123444470936
1;2;8.498921160491735 8.4998595 8.507794800000001 8.5182204 8.528921400000002 8.5352365 8.5324555 8.536325699999999 8.5426367 8.54249342808642;47.42123444470936 47.4212953 47.4187001 47.41436470000001 47.4090237 47.402672499999994 47.3977342 47.3950013 47.3851705 47.38171017129629
2;9;8.54249342808642 8.5228767 8.5471902 8.6135499 8.664415949999999;47.38171017129629 47.3599013 47.302690500000004 47.2370105 47.213926150000006
9;10;8.664415949999999 8.663594900000001 8.7552346 8.7529802 8.7276692 8.7050821 8.6768206 8.6562338 8.6583845 8.628963800000001 8.613077699999998 8.608787699999999 8.6082862 8.6032541 8.5984494 8.597247300000001 8.597789599999999 8.598114500000001 8.5981093 8.5992008 8.591057199999998 8.5801821 8.5424721 8.538039 8.5251772 8.5046569 8.4620993 8.3703413 8.2243198 8.219167299999999 8.187551 8.1822691 8.1694671 8.1350173 8.1299372 8.130000652083334;47.213926150000006 47.207832 47.196224799999996 47.1962888 47.191709499999995 47.196562799999995 47.2067453 47.2235147 47.2222509 47.2309644 47.237634 47.2430125 47.248922 47.2559404 47.2611196 47.2612391 47.261680299999995 47.2616862 47.2615591 47.2611501 47.26307979999999 47.3045792 47.381805799999995 47.379408700000006 47.390497499999995 47.3919135 47.4051001 47.4282607 47.4212201 47.4066611 47.4148372 47.4156856 47.423019599999996 47.456686700000006 47.4577369 47.45757439970238
10;10;8.130000652083334 8.130000652083334;47.45757439970238 47.45757439970238
10;10;8.130000652083334 8.1298192 8.1304002 8.135276600000001 8.134940499999999 8.130000652083334;47.45757439970238 47.4578724 47.457775 47.456875399999994 47.4568096 47.45757439970238
10;10;8.130000652083334 8.130000652083334;47.45757439970238 47.45757439970238
10;2;8.130000652083334 8.168318 8.1954054 8.263845 8.3860415 8.4837754 8.5100016 8.5218132 8.542792599999999 8.54249342808642;47.45757439970238 47.4453233 47.446819399999995 47.4563967 47.422970899999996 47.3955935 47.3902514 47.390872200000004 47.3742884 47.38171017129629
2;1;8.54249342808642 8.542842 8.540773800000002 8.5387815 8.5338162 8.5347668 8.522661900000001 8.5163435 8.508989 8.498921160491735;47.38171017129629 47.3837506 47.3878112 47.3913067 47.396766799999995 47.40168920000001 47.4127218 47.4147552 47.4177996 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;1;8.498921160491735 8.4985139 8.498921160491735;47.42123444470936 47.4209401 47.42123444470936
1;11;8.498921160491735 8.4988644 8.498472 8.4963201 8.495799400000001 8.496983 8.50145258;47.42123444470936 47.419885 47.4190382 47.417518 47.4142824 47.4102238 47.409960186666666
11;11;8.50145258 8.50145258;47.409960186666666 47.409960186666666
11;1;8.50145258 8.5015109 8.494216999999999 8.5010463 8.5007953 8.497134800000001 8.4966716 8.498921160491735;47.409960186666666 47.41003320000001 47.4044688 47.4124075 47.4152704 47.4169106 47.4178895 47.42123444470936
1;1;8.498921160491735 8.4989621 8.498921160491735;47.42123444470936 47.4213612 47.42123444470936
1;1;8.498921160491735 8.4997158 8.498921160491735;47.42123444470936 47.4215597 47.42123444470936
1;12;8.498921160491735 8.495343 8.492090199999998 8.50127 8.483147500000001 8.488007099999999 8.493960099999999 8.497004700000002;47.42123444470936 47.426061 47.429880499999996 47.43629310000001 47.43263220000001 47.4293727 47.4261302 47.42499825
12;1;8.497004700000002 8.498921160491735;47.42499825 47.42123444470936
1;8;8.498921160491735 8.502541699999998 8.421159800000002 8.5855182 8.6345832 8.6547671 8.666835800000001 8.668347192333332;47.42123444470936 47.4207663 47.3700383 47.2562521 47.2322171 47.2336854 47.2231237 47.22347574300001
8;8;8.668347192333332 8.668347192333332;47.22347574300001 47.22347574300001
8;1;8.668347192333332 8.667055300000001 8.6364585 8.525747099999998 8.498921160491735;47.22347574300001 47.223408 47.2366208 47.338891 47.42123444470936
1;13;8.498921160491735 8.4985319 8.499348800000002 8.5024075 8.506528300000001 8.5089459 8.508114616666667;47.42123444470936 47.4209692 47.4214411 47.421610799999996 47.421414 47.4201664 47.420098225
13;1;8.508114616666667 8.507241 8.5050355 8.5009629 8.498921160491735;47.420098225 47.4198171 47.4204256 47.4211326 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;1;8.498921160491735 8.4994962 8.4995314 8.5010414 8.4994314 8.498921160491735;47.42123444470936 47.421578499999995 47.4224705 47.4219248 47.4214476 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;11;8.498921160491735 8.498914599999999 8.4969549 8.50145258;47.42123444470936 47.419790500000005 47.4181333 47.409960186666666
11;1;8.50145258 8.4975951 8.4984872 8.498921160491735;47.409960186666666 47.405742 47.4209266 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;8;8.498921160491735 8.4222258 8.4197255 8.5311891 8.6175064 8.6359406 8.6666865 8.668347192333332;47.42123444470936 47.4056115 47.374041600000005 47.326045799999996 47.2343684 47.234672700000004 47.225361 47.22347574300001
8;8;8.668347192333332 8.6680344 8.668347192333332;47.22347574300001 47.2236525 47.22347574300001
8;12;8.668347192333332 8.667361099999999 8.6665791 8.6459585 8.5544616 8.497004700000002;47.22347574300001 47.223265999999995 47.225481200000004 47.236999100000006 47.2869422 47.42499825
12;1;8.497004700000002 8.500274800000001 8.5027013 8.5065672 8.507912300000001 8.5080668 8.5082832 8.5078661 8.5056751 8.503627900000001 8.5010063 8.498921160491735;47.42499825 47.4214156 47.420726 47.4201054 47.4191031 47.4195436 47.4204816 47.4195056 47.4202288 47.4205915 47.420943799999996 47.42123444470936
1;1;8.498921160491735 8.5002202 8.502522 8.5036463 8.5038175 8.505218 8.506706300000001 8.5083992 8.5100166 8.5118886 8.5192885 8.5257436 8.5196354 8.5177449 8.5160336 8.5168234 8.5161161 8.5140886 8.512158 8.5102378 8.5086412 8.507425999999999 8.504913900000002 8.5026472 8.502286 8.5061546 8.504377900000001 8.4993434 8.498921160491735;47.42123444470936 47.4213402 47.4192865 47.417589500000005 47.4113343 47.4098566 47.4085106 47.407999700000005 47.4069941 47.4062531 47.406030799999996 47.4015549 47.403174299999996 47.402696399999996 47.4038591 47.4047282 47.4064782 47.4071555 47.4073434 47.4090093 47.4095158 47.410821500000004 47.4108049 47.4127193 47.41580020000001 47.4184657 47.4197836 47.4216945 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;2;8.498921160491735 8.512888 8.5214841 8.528951600000001 8.533739599999999 8.5338138 8.5381202 8.542210899999999 8.54249342808642;47.42123444470936 47.415921999999995 47.4134 47.4091415 47.4041393 47.3971195 47.3928201 47.3860908 47.38171017129629
2;2;8.54249342808642 8.542230499999999 8.5395717 8.5408052 8.5419974 8.54249342808642;47.38171017129629 47.379523799999994 47.3771139 47.3783683 47.38005220000001 47.38171017129629
2;1;8.54249342808642 8.541899 8.5393721 8.5360174 8.5336868 8.53396 8.5206338 8.5168165 8.5079234 8.498921160491735;47.38171017129629 47.3861934 47.3910445 47.3953045 47.398656200000005 47.4041649 47.4136489 47.4147291 47.418756200000004 47.42123444470936
1;1;8.498921160491735 8.5010919 8.498921160491735;47.42123444470936 47.421258 47.42123444470936
1;2;8.498921160491735 8.512685300000001 8.525844900000001 8.5331007 8.5325818 8.538701099999999 8.54249342808642;47.42123444470936 47.41578 47.4111449 47.404686299999995 47.3977049 47.3916566 47.38171017129629
2;14;8.54249342808642 8.5440356 8.544288499999999 8.542420199999999 8.540479 8.680539300000001 8.7049757 8.686936300000001 8.6929284 8.7041102 8.7079398 8.7143674 8.7151269 8.7214111 8.7241587 8.7271216 8.7333094 8.7327155 8.732905800000001 8.740895199999999 8.746054800000001 8.7549192 8.7590198 8.7642386 8.7710131 8.77276838888889;47.38171017129629 47.3799383 47.3779505 47.38086679999999 47.3829588 47.4339991 47.47572329999999 47.5057609 47.5139174 47.5094976 47.5083451 47.505708 47.5060904 47.5036806 47.502728999999995 47.5013903 47.500624 47.4981759 47.497817 47.4940737 47.4915162 47.4870127 47.4872125 47.4865115 47.487035399999996 47.48537011777777
14;14;8.77276838888889 8.7735425 8.7729971 8.77276838888889;47.48537011777777 47.4852978 47.4858314 47.48537011777777
14;14;8.77276838888889 8.7727367 8.770427999999999 8.771147500000001 8.77276838888889;47.48537011777777 47.4859118 47.4860771 47.4864939 47.48537011777777
14;2;8.77276838888889 8.771855 8.7654715 8.7587433 8.751342800000002 8.7426291 8.741626199999999 8.734466699999999 8.723526699999999 8.7167685 8.7086214 8.7035597 8.707539500000001 8.697757600000001 8.6805401 8.6619213 8.6303211 8.6099248 8.5843306 8.5692039 8.5554894 8.544576199999998 8.536731800000002 8.5407788 8.5421151 8.5414315 8.542147 8.54249342808642;47.48537011777777 47.4841918 47.485870299999995 47.4872521 47.4888192 47.4932424 47.4937714 47.4912524 47.4904802 47.489852299999995 47.4851497 47.4816402 47.4657271 47.447806299999996 47.434939299999996 47.4223214 47.4182969 47.4086078 47.4093003 47.4099054 47.403360799999994 47.3946431 47.3852979 47.3826093 47.3838253 47.385014 47.3853899 47.38171017129629
2;2;8.54249342808642 8.543455499999999 8.54249342808642;47.38171017129629 47.3805888 47.38171017129629
2;2;8.54249342808642 8.5433573 8.54249342808642;47.38171017129629 47.3807858 47.38171017129629
2;1;8.54249342808642 8.542368699999999 8.5420788 8.5387911 8.534127900000001 8.5343635 8.5305796 8.5199336 8.5113272 8.507506 8.5082986 8.5079414 8.498921160491735;47.38171017129629 47.3827306 47.3859698 47.3918545 47.3966487 47.401207299999996 47.4075631 47.4139195 47.4165035 47.4199404 47.4204762 47.419746200000006 47.42123444470936
1;13;8.498921160491735 8.5063556 8.508114616666667;47.42123444470936 47.4202736 47.420098225
13;1;8.508114616666667 8.498921160491735;47.420098225 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;13;8.498921160491735 8.5004844 8.5060288 8.508114616666667;47.42123444470936 47.4212935 47.4192376 47.420098225
13;13;8.508114616666667 8.508114616666667;47.420098225 47.420098225
13;15;8.508114616666667 8.499479699999998 8.501839599999998 8.5059584 8.518358000000001 8.5252035 8.532906 8.5325731 8.532388300000001 8.5362089 8.5368379 8.5366663 8.5368584 8.5203979 8.5625084 8.564647599999999 8.5753381 8.596476699999998 8.6430396 8.6753382 8.670983999999999 8.6681277 8.6525998 8.5141261 8.5177094 8.513917200000002;47.420098225 47.42148710000001 47.4210359 47.4191911 47.4142453 47.4115839 47.4051099 47.3983107 47.39649910000001 47.3878557 47.3807318 47.3790119 47.3783491 47.3794924 47.2976941 47.295796200000005 47.2854377 47.2617801 47.2471131 47.2292907 47.228127 47.223253899999996 47.234629 47.343703399999995 47.402757799999996 47.403096524999995
15;15;8.513917200000002 8.540965199999999 8.5422405 8.5446401 8.540979199999999 8.5374161 8.5310029 8.515420800000001 8.513917200000002;47.403096524999995 47.396511 47.3988063 47.40168370000001 47.4041828 47.405634 47.3976383 47.3997033 47.403096524999995
15;16;8.513917200000002 8.5138476 8.5206218 8.5315416 8.535231300000001 8.551667 8.5778682 8.5844737 8.576849000000001 8.565242800000002 8.5680057;47.403096524999995 47.3990796 47.399567299999994 47.3979788 47.3980404 47.415147 47.4432934 47.44980579999999 47.4534593 47.4501943 47.44886685
16;16;8.5680057 8.5741667 8.580164 8.573789199999998 8.5680057;47.44886685 47.453113 47.4538417 47.4528799 47.44886685
16;2;8.5680057 8.5737761 8.575668400000001 8.5533836 8.5473938 8.5456403 8.5402059 8.5431751 8.54249342808642;47.44886685 47.4528763 47.4409812 47.4251205 47.4091406 47.4017865 47.3957247 47.3840306 47.38171017129629
2;1;8.54249342808642 8.5428038 8.539549699999998 8.5347208 8.535383 8.531291 8.5198906 8.510775 8.498921160491735;47.38171017129629 47.3848434 47.391138500000004 47.3962277 47.402907 47.40678270000001 47.4137496 47.4166847 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;2;8.498921160491735 8.501828699999999 8.5099341 8.5183095 8.523432199999998 8.533062300000001 8.5328823 8.5372874 8.538555 8.5431799 8.54249342808642;47.42123444470936 47.4208251 47.4170348 47.414309 47.412514200000004 47.4050782 47.3986589 47.3941432 47.3913352 47.384159499999996 47.38171017129629
2;2;8.54249342808642 8.5428043 8.54249342808642;47.38171017129629 47.3802714 47.38171017129629
2;2;8.54249342808642 8.54293 8.5428144 8.54249342808642;47.38171017129629 47.3801604 47.3814812 47.38171017129629
2;2;8.54249342808642 8.54249342808642;47.38171017129629 47.38171017129629
2;2;8.54249342808642 8.54249342808642;47.38171017129629 47.38171017129629
2;2;8.54249342808642 8.5427624 8.54249342808642;47.38171017129629 47.3805499 47.38171017129629
2;2;8.54249342808642 8.5435315 8.542409800000001 8.54249342808642;47.38171017129629 47.380546200000005 47.382007200000004 47.38171017129629
2;1;8.54249342808642 8.5423494 8.5423245 8.540320300000001 8.5356058 8.534298099999999 8.5287115 8.520080199999999 8.5162728 8.507733400000001 8.499844300000001 8.498921160491735;47.38171017129629 47.3825509 47.3854977 47.3891595 47.3954865 47.4036881 47.4093727 47.4138729 47.4148839 47.4189563 47.4214953 47.42123444470936
1;1;8.498921160491735 8.498921160491735;47.42123444470936 47.42123444470936
1;13;8.498921160491735 8.5025412 8.5065399 8.508269300000002 8.508114616666667;47.42123444470936 47.4205828 47.4200359 47.420595 47.420098225
13;13;8.508114616666667 8.5031011 8.499803300000002 8.502965699999999 8.5075748 8.508114616666667;47.420098225 47.4206396 47.4212758 47.42207929999999 47.4210658 47.420098225
13;1;8.508114616666667 8.506863099999999 8.5026714 8.498921160491735;47.420098225 47.4199435 47.4206874 47.42123444470936
