1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Georg-Kempf-Strasse 53,terra vermessungen ag,Halle Sihlpost Langstrasse,Weiherweg 2,Apfelbaumstrasse 40,Shell,Hofwiesenstrasse 363,Obere Leihofstrasse 1,Langrütistrasse Tanne (Wädenswil),Wissi Heister,Kappeliholzstrasse Höngg,Cäsar-Ritz-Strasse 8,Migros Supermarkt,Winterthur,Reservoir Waidberg,Zurich Airport
